sigma l k
3.484740049646529170e-01 4.056698615044594947e-01 -6.069638962045909025e-02
3.807887398430515047e-01 4.010321022098581323e-01 1.886397524444749507e-02
2.758856066888001335e-01 4.085580300261048015e-01 6.601262714676248144e-02
3.494689864951016078e-01 3.884374978760317676e-01 -3.021886818868435576e-02
3.637446709670469347e-01 4.097242900708649715e-01 -2.125500564971516404e-03
4.013784648864296423e-01 4.025212107325686350e-01 1.654006614828427146e-01
4.147461505942840465e-01 3.808905250848209079e-01 5.350828120539552479e-02
3.262965087124678476e-01 4.208440571702161126e-01 7.342018913713976858e-02
3.611641296755838670e-01 4.051063130676249013e-01 4.669632108071919419e-04
3.335968704462317636e-01 4.010093236593028632e-01 8.819567370907410719e-02
4.099535453964696652e-01 4.206144850101867783e-01 -4.543047036639780156e-02
3.744950454361267722e-01 4.120374785184981459e-01 9.879548207576083207e-02
3.776038461652929668e-01 4.396823621345566924e-01 9.767625255699097231e-02
3.281997014074098939e-01 3.983434766099050450e-01 -5.617400593209753712e-02
3.431763571537459478e-01 3.924956861683684406e-01 2.149335114725015039e-02
3.486658176886126559e-01 4.653868651268112666e-01 8.092030402195482530e-02
3.746364089367229533e-01 4.140393930889251783e-01 -4.115949972050714223e-02
3.921859854088409203e-01 4.000968624746796820e-01 9.292114510349214207e-02
3.452182398267300001e-01 4.215469856565751128e-01 9.007019442707209222e-03
3.016556514107108233e-01 4.305221100589390892e-01 3.948245992718701913e-02
3.846112342844925647e-01 3.847497679401400972e-01 -2.707508963266824775e-02
3.353745085440688056e-01 4.036701013818406181e-01 1.259296324423386793e-01
3.667834515619231572e-01 4.063050118117555454e-01 9.809281287383697645e-02
3.323074492545504133e-01 4.247150609452020609e-01 5.844398773219516841e-03
3.632136461038256714e-01 4.154564965162615975e-01 -3.091972877337179071e-02
3.170233212068522266e-01 3.914433054801421674e-01 -2.975955067015889632e-02
3.616973707539685723e-01 4.174715045334530528e-01 5.393706066083381323e-02
3.771261633598370078e-01 4.291412366225604846e-01 7.549084825084273476e-02
3.709675044354102669e-01 4.736335442451032884e-01 -6.270805828409409255e-02
3.778364461006117891e-01 4.239778715260477671e-01 -1.171989360181624473e-02
3.642047069121911451e-01 3.849046825550759277e-01 -5.876120241626681118e-02
3.205090397787026535e-01 4.227949434387213157e-01 4.826146025202548984e-02
3.619812593189041250e-01 4.057611218946879927e-01 -6.719908033251986712e-02
3.245640973901330883e-01 4.171528780014550075e-01 6.112837561280803911e-02
3.898202578713929611e-01 4.105471627688348502e-01 -4.310696240873135299e-02
3.487422824457861448e-01 4.099381361821525238e-01 -1.791067288776715394e-02
3.385176396656692233e-01 4.173646329464344995e-01 -4.253390460391803796e-02
3.587540383701423030e-01 4.091978095368378199e-01 3.535388859567190067e-02
3.789049334663686097e-01 4.135156036532179336e-01 4.747148262988942768e-02
3.185809299643301840e-01 4.057245829464102282e-01 2.540327444877088503e-02
3.601462339127055046e-01 4.257277192563936330e-01 1.013848521932352309e-01
3.767927440596242628e-01 4.234580717620311519e-01 4.453691918204127909e-02
3.479854987104204489e-01 3.994662036756579937e-01 1.135964853073989644e-03
3.345072049181334051e-01 4.338212143642490304e-01 7.703452246440045670e-02
2.944947523625688901e-01 4.177345740782151817e-01 1.191584299821246695e-02
4.037677373117355972e-01 3.999442421604960107e-01 -2.004476158424106647e-02
3.861161807358232667e-01 3.843490646634550312e-01 1.602256763243770088e-01
3.113927129417203288e-01 3.942769600952058529e-01 7.076439453102212340e-02
3.551790162841609866e-01 4.015098064015812929e-01 -4.816546336056926059e-02
3.262107145944875275e-01 4.498728741750119275e-01 8.111781355212155376e-02
3.450260321305063105e-01 3.886566854684758154e-01 -7.419336580114077595e-02
3.680251979956591368e-01 3.816651852069601336e-01 -1.691153601257022743e-02
3.507166291876456787e-01 4.285242588561405941e-01 -4.709066470338985066e-02
2.981983808356868382e-01 4.255427404992406237e-01 2.895581269635161270e-02
3.518266631239660991e-01 4.402540665929563501e-01 -5.935950440746351475e-04
3.392561128061296616e-01 4.031784767914615153e-01 6.574320115567444667e-02
3.337815926521132126e-01 3.954414813176583277e-01 8.550885073259006930e-02
3.649667221093021441e-01 4.340224378464208610e-01 5.527415473403096691e-02
3.758512428884653311e-01 4.486665280452619697e-01 -4.169623796757326861e-02
3.463877517826653429e-01 4.373674775396070302e-01 6.993570776299229408e-02
3.393931898729221630e-01 4.384972254261377822e-01 4.523547614222911406e-02
3.686155791808554127e-01 4.071631822514137911e-01 -1.142965413919718731e-01
3.512959211987494168e-01 3.942493890836074044e-01 1.500179203158464869e-01
3.102166761119521388e-01 3.959872668691952202e-01 2.942927598843114723e-02
3.376651431023592331e-01 4.655479065662494476e-01 1.909591515518038740e-02
3.399739092010211072e-01 4.172485575740731423e-01 -1.290186195872922159e-02
3.590021737295370774e-01 3.864522697182376509e-01 -3.342881632683969428e-02
3.640987178025052451e-01 3.923056875590730241e-01 -2.488162560285300806e-02
4.330430917181934403e-01 3.998857284635296550e-01 9.229026194740375111e-02
3.353529894437881631e-01 4.037414656422468884e-01 8.612181243140626385e-02
3.344814875040466040e-01 4.170158230837939795e-01 2.989136425871108393e-02
3.840972296424274290e-01 3.864835843552866246e-01 -3.585607029315251992e-02
3.578726705774261663e-01 4.287259653749486699e-01 3.725095222125651695e-02
3.316322886792162361e-01 4.314863583971495498e-01 -1.976851942644097804e-02
3.447260302656232622e-01 4.232672354026285610e-01 -2.722735443880253126e-02
3.640049335521990947e-01 3.984918933327980528e-01 -2.554726589376565826e-02
3.361209493715555108e-01 3.972949904341748772e-01 2.321766957581794522e-02
3.807556853949002895e-01 4.092667915378156995e-01 8.470127866369359104e-02
3.607035842119006297e-01 4.015501285127763831e-01 3.252311368078686371e-02
3.408606690183846322e-01 3.899886202564630810e-01 1.379148187825756100e-01
3.698007162160468764e-01 3.934087198031758215e-01 -9.669528095008539381e-03
3.507071727322531030e-01 4.232691025520660677e-01 -1.232434363681944589e-02
3.900074856053097339e-01 4.429532574163485559e-01 3.296686034869100723e-02
3.176633160640699449e-01 4.219923886344224551e-01 3.269188281711388200e-02
3.926362476035961668e-01 4.101890879600600948e-01 -5.962045151375072738e-02
3.745299517685464208e-01 3.976235676217978465e-01 8.226084032954528169e-02
3.409177888591817251e-01 4.329306879205491176e-01 -6.228465089077106498e-02
3.793303001833395749e-01 4.444003337684753197e-01 2.965364370059853094e-02
3.312097655042243738e-01 4.490907873095731362e-01 1.139883126229190857e-02
3.975978221762437870e-01 3.753807246531589703e-01 9.552682886195817957e-02
3.659079231568357904e-01 4.021886486909566072e-01 2.265255319009895629e-03
3.732416888063186944e-01 4.013551801997400359e-01 4.995103914565635073e-02
3.517756634362996793e-01 4.060418011851724684e-01 -4.699423358205279122e-03
3.474568208043764539e-01 3.884379515355768642e-01 6.282230505989772062e-02
3.868331910637633486e-01 4.004228103981301023e-01 1.021751563658801487e-01
3.286789723757508885e-01 4.012144128851612979e-01 2.411269177588537538e-02
3.804969869675088878e-01 3.908460531063527865e-01 -7.120305172016483386e-02
3.403259178497926030e-01 4.352821830773050404e-01 2.026995410432474998e-02
3.260058996761244221e-01 4.233361037003122718e-01 6.177051812883549431e-02
3.960695770094790347e-01 4.091268815861730523e-01 -1.554051032318093384e-02
3.573649648755076735e-01 3.986768307026645197e-01 -3.522592518005374096e-02
3.518266631239660991e-01 4.402540665929563501e-01 -5.935950440746351475e-04
3.938691107351279808e-01 4.131843871061711138e-01 6.104873198369720200e-03
3.142375673715026019e-01 4.476924575188979682e-01 4.380080988924395236e-02
3.790240005293080694e-01 4.017212844393024951e-01 2.211726894323717829e-02
3.073283825113288792e-01 4.140248934389276214e-01 2.379459114420079402e-02
3.801351556032455670e-01 3.831712503633221134e-01 4.166693411296740202e-02
3.804978139369943335e-01 4.083343339706972941e-01 -6.042271960741274484e-02
3.950104787156689667e-01 4.061893905700006413e-01 7.925164571998810636e-02
3.378429928967796037e-01 4.072672898450078183e-01 3.382232355502279297e-02
3.450978704418461440e-01 4.084341523940037133e-01 1.512010653984148245e-01
3.519299895338466322e-01 4.208744376644064089e-01 2.459031438538739067e-02
3.293628297169541308e-01 4.234248010376728821e-01 -3.214625494214062851e-02
3.832865576515290251e-01 4.017916171850857698e-01 6.461096578764324860e-02
3.494876248914596251e-01 3.668264407079874223e-01 8.169837680116032175e-02
3.366215259354145006e-01 4.204800968983516407e-01 7.328793422896251464e-02
3.203653948636235316e-01 4.223836368272433361e-01 -1.446645539429447513e-02
3.526084560805252122e-01 3.804707145361049259e-01 1.110062130536328961e-01
4.228607898405151722e-01 4.494018683819867022e-01 -2.298581998049387121e-02
3.431561044966657259e-01 4.083781290400215758e-01 -5.193629279596889692e-02
3.010536536789877315e-01 4.597777806345012541e-01 -4.559125201398117611e-03
3.636621153469472012e-01 4.089656137755460219e-01 3.739600241625296029e-02
3.672307421678200900e-01 4.032860609907632510e-01 7.500944666221665003e-02
3.673110935967420221e-01 3.899211785830604127e-01 9.024735864136657071e-03
4.063734619468347131e-01 3.923627969722819908e-01 -2.740577504828345390e-02
3.916863349713620157e-01 3.993680759010406756e-01 2.087253332628602465e-03
3.708175062417043977e-01 4.117663231093046106e-01 -2.368642921358343756e-02
3.140531114723266182e-01 4.649860320630861965e-01 -2.133973734953931167e-02
3.175114007056352716e-01 4.578924319340933469e-01 4.640383394244107507e-02
3.470534229410663918e-01 4.126355645602730049e-01 -1.844303918365419737e-02
2.980050575519873068e-01 4.415322378240194579e-01 4.919486566833608521e-02
3.359569556058527029e-01 3.970237437505588218e-01 1.562517372052130149e-02
3.536770963204227125e-01 4.100312033438784365e-01 8.467945762339201821e-02
3.296966845998082762e-01 4.293497818359207074e-01 6.253959549593823830e-02
3.837823987972830975e-01 4.280501621565245829e-01 5.256001246495189960e-02
3.474397373015941648e-01 4.078739903169831260e-01 7.446090492328361066e-02
3.474702818439429630e-01 4.153729053304158203e-01 7.212025765759699780e-02
3.572765149403556162e-01 4.141125654501514597e-01 -8.860007387589063921e-02
3.617314445816475210e-01 4.123171628993267390e-01 -4.269191148257178714e-02
3.431298127667994913e-01 3.924484125131822987e-01 9.036073389423249225e-02
3.658681088507590440e-01 4.153905068568192194e-01 3.847233115456449859e-02
3.591213761571787066e-01 4.327331504607759283e-01 9.165612437171954952e-03
3.301361129070650158e-01 4.300833477657068360e-01 -2.522752296265617922e-02
3.430962711968466028e-01 4.342639354281774278e-01 1.027391032602651411e-01
3.388709717957507639e-01 3.966915109167881148e-01 -1.845301052464221048e-02
3.859719628381990120e-01 3.983528908930272228e-01 5.281725830091965612e-02
3.448742062740537406e-01 4.152031844119086768e-01 -4.007399384428256273e-02
3.170233212068522266e-01 3.914433054801421674e-01 -2.975955067015889632e-02
3.393155272190708782e-01 4.051092587938468492e-01 -1.018564354077955425e-02
3.951261470655188512e-01 4.039908816849963058e-01 9.473361616750386460e-03
3.613178476529321781e-01 4.193802938477017017e-01 -2.306617185669412873e-02
3.448839540014957961e-01 4.184000386676879346e-01 -7.933965504371975896e-03
3.701684453434711530e-01 3.992280955292410449e-01 5.670107807623336882e-03
3.543006107594819376e-01 4.377823591839541950e-01 2.884673325327202775e-02
3.396621566322053365e-01 3.878483368549809351e-01 -3.796493154495872435e-02
4.018376366160418822e-01 3.773531612970569826e-01 -8.687165034930433016e-02
3.308253696610318206e-01 4.070053115152900136e-01 -4.901024207803739152e-02
3.165012260694619606e-01 4.368138964079736342e-01 1.630052182828012342e-02
3.360355124234870594e-01 4.189402009215870137e-01 4.792401250801248125e-02
3.397048401872974077e-01 4.110849960311335205e-01 1.329605383842080712e-02
4.166721639307432445e-01 3.992775303882667437e-01 -6.221151449647810416e-02
3.601745719135642232e-01 4.187521704806868583e-01 -8.430434127935348965e-02
3.728181420459346085e-01 4.248233043455184599e-01 3.585681498555004509e-02
3.673828520558749533e-01 3.970490858034307902e-01 -1.095796589974277202e-01
3.195427885549773639e-01 3.987575354834260177e-01 -5.325418885134791669e-02
3.171961296986436918e-01 4.017811727700072444e-01 -2.223687417121977816e-02
3.656799036161499927e-01 3.885825514727430097e-01 3.882160929959543871e-02
3.563895423321473133e-01 4.342113817502676887e-01 -1.079962184526122027e-01
3.493213958613967107e-01 4.067024854911341913e-01 -6.299652968965252509e-02
3.497491684357157959e-01 4.084832591740873431e-01 3.124722925427203535e-03
3.343004356441535152e-01 3.906458546410581656e-01 7.672979450876948881e-02
3.606205100515540440e-01 4.106548187541356754e-01 -6.507556369571110277e-02
3.378152555010352498e-01 4.313005873917655775e-01 2.655876564744241719e-02
3.311034405923744539e-01 4.083628491755363910e-01 -1.486566023176871809e-02
3.677633224450438387e-01 3.926224608211678624e-01 -5.432387581813524768e-03
3.596518549574673762e-01 3.825782125701492897e-01 -2.472606663358212220e-02
4.199476586265387112e-01 3.983504323234781097e-01 -6.238948733730487195e-02
3.498665745330581389e-01 4.219150549240426873e-01 -4.149388194537861896e-02
3.770367498332566347e-01 3.878931643147173203e-01 4.098510521339004953e-02
3.607033797108633588e-01 4.117038285356607874e-01 -2.383416594423715118e-02
3.782450067248753767e-01 3.969888857060661636e-01 -3.028105913212764122e-02
3.551281619026191438e-01 4.172051879197368196e-01 -2.960502602023773466e-02
3.773262287036193152e-01 4.268867173833730266e-01 6.220644077029158225e-02
3.630156102604149559e-01 4.037642773986790390e-01 4.287900982720582732e-02
3.451948434536920574e-01 4.110113637683131538e-01 -7.026375712939447737e-02
3.493063174262897586e-01 4.153574726234685599e-01 5.052957489824128068e-02
3.466733387332435745e-01 4.131033299512854584e-01 2.121960220384022655e-02
3.327088313626808125e-01 4.299345905947590807e-01 6.496013424505120426e-02
3.560598650925959618e-01 4.218740297608583045e-01 -4.165045080873908123e-02
3.172758055901547802e-01 4.037526290867618495e-01 5.105408398298427741e-03
3.571202089804988988e-01 4.274746067513353065e-01 -1.043380127534943025e-02
3.693437786863121297e-01 4.086287520627487901e-01 5.695526743963985616e-02
3.399179130577408281e-01 4.188249111375305089e-01 3.675377503654830846e-02
3.689363005862064671e-01 4.214655766212734855e-01 4.849663150422323099e-02
4.174516064391486370e-01 4.127300805989767563e-01 7.510236069700493289e-02
3.426203204806700930e-01 4.215295523081770135e-01 1.072648259226476330e-01
3.240618156292990326e-01 4.328669941361646401e-01 6.930695847897561102e-02
4.147740876433813617e-01 3.719997305937077225e-01 -5.201199513780463413e-02
3.253854674531210245e-01 4.274505796521176348e-01 -4.231113482553883198e-02
3.939374497083932281e-01 4.212713803301776916e-01 5.287704912586588257e-02
3.413200709606823979e-01 4.096384946638338409e-01 9.325884037439302610e-02
3.277833542049591875e-01 4.272800384211027924e-01 -7.179729905864906669e-02
3.999763649998361870e-01 4.074144765326142004e-01 1.198441841515938133e-01
3.907668507395136159e-01 4.314426266183981618e-01 2.866819767762907034e-02
3.610847890151260287e-01 4.022960475707377248e-01 4.399090829218343934e-02
3.840563785660821017e-01 4.073856705750004137e-01 3.586137349529594509e-02
3.252269837164341593e-01 3.870864651158616998e-01 -2.722228954558858494e-02
3.883099894612402903e-01 3.994865951373224311e-01 5.786403435438902676e-03
3.631683327669432138e-01 4.082096565300113444e-01 -3.612911310472888271e-02
3.904380162003582289e-01 3.911388656442930101e-01 1.628510476004669805e-01
3.436225741173371540e-01 4.728334633667327647e-01 4.064300654130015289e-02
3.279581553683669215e-01 4.322837575618110328e-01 1.583547628902359783e-02
3.528109717434270709e-01 4.136100552046381718e-01 1.133718271710526526e-01
