sigma l k
3.343773713871250330e-01 4.314949787975977946e-01 4.738254109866324448e-02
3.208893495042424715e-01 4.182832356917260408e-01 -4.152482506240340321e-02
3.524649012015760863e-01 4.108369641768133129e-01 4.257823202092447801e-02
3.674420672362376794e-01 4.115431731738715682e-01 6.052929930236183864e-02
3.987976540067885711e-01 4.037239174358894234e-01 5.903597630271195662e-02
3.675994663910742144e-01 4.180388399645325048e-01 -5.018644548169060027e-02
3.658401729259155299e-01 4.227546159957004668e-01 -8.539527526487011855e-03
3.505502831919085072e-01 4.022400054214578247e-01 1.612124704901019001e-03
3.532864091926948835e-01 4.284560402746726004e-01 -4.858398961931553739e-02
3.143722356004940988e-01 4.042005764840631010e-01 3.603778802620949406e-02
3.743570903257153470e-01 4.017657102899971355e-01 8.559392068527893471e-02
3.151488185359662131e-01 4.189845106966042509e-01 5.585464947543128389e-02
4.522188174198448207e-01 3.905176353769568842e-01 -2.796438862384587054e-02
3.727489045876495877e-01 4.070590740549745457e-01 7.439748363703957423e-02
3.534267149858456025e-01 3.867380333973372553e-01 6.516934858589662483e-02
3.885004271653084706e-01 4.081355258782816131e-01 3.247417182537781777e-02
3.496643985237385399e-01 3.992398698766547738e-01 1.185119199985520400e-01
3.697947547486885034e-01 4.144437648757642312e-01 8.599768881942360110e-03
3.558529288413379565e-01 4.172883680415013230e-01 1.952774987713801202e-02
3.190954202878740764e-01 4.126493455323388959e-01 -1.878202879124957203e-02
3.673257610185445277e-01 4.306980378302138757e-01 3.804896511418798255e-03
4.171495063609337861e-01 3.996190177061101356e-01 5.044076759264215504e-02
3.633711797033393198e-01 4.283658010466887545e-01 -1.579115063667480001e-02
3.831299443002235128e-01 4.042673760960252549e-01 1.115897319788399233e-01
3.161153978738531212e-01 4.660630868660224913e-01 3.624119733523234466e-02
3.762563129519888028e-01 4.021919368414047513e-01 -4.688495614141108270e-02
3.519656811559998544e-01 4.155347092037942058e-01 3.948875737552426379e-02
3.373047669206962196e-01 4.149188778406797673e-01 9.403453019801988333e-02
3.443378191762858642e-01 4.326122437810925314e-01 3.201472115214820668e-02
3.430743680123978789e-01 4.301190828724066328e-01 -2.965088485728339940e-02
3.092430570316200833e-01 4.191960779087263722e-01 7.427020369621128992e-02
3.788198405848740569e-01 3.807818064623162968e-01 2.147154755603541965e-02
3.766383086992063367e-01 3.930183453827769124e-01 1.001224832131681897e-01
3.131195699958063683e-01 4.583182839095222283e-01 -2.488836114120818177e-02
3.281101714298861882e-01 4.057834558502168565e-01 6.665869943010171994e-02
3.748251475814568523e-01 4.124505458469828190e-01 2.963535729520128115e-03
3.736792015016757174e-01 4.072417834771601686e-01 -3.629703980747867043e-02
3.652331394980553037e-01 4.187992634133562708e-01 -5.322021969561552268e-03
3.678968466612039245e-01 3.996939081673611116e-01 -8.184772310782872928e-02
3.457086308345905246e-01 4.132901525509499741e-01 3.464822692773594781e-04
3.925978734962235484e-01 4.208216648877076693e-01 -3.975472087591680470e-02
3.107028651157945909e-01 4.244659519684310101e-01 4.685255010174094181e-02
3.393155272190708782e-01 4.051092587938468492e-01 -1.018564354077955425e-02
3.816347184026012695e-01 4.097535747040093601e-01 2.145863632832800683e-02
4.088353757781518216e-01 4.167277337437935714e-01 -6.865193752641984837e-02
3.633153488389911923e-01 4.110265587417355482e-01 -1.473732235439895177e-03
3.507693401075707706e-01 4.226507911286287444e-01 5.099522820222435193e-02
4.088108193189425865e-01 4.181297708362639032e-01 8.215247106054146542e-02
3.353529894437881631e-01 4.037414656422468884e-01 8.612181243140626385e-02
3.539557469540364765e-01 4.072415739113787736e-01 -1.010172197830094820e-01
3.048176741481702923e-01 4.423197333558518407e-01 -3.848141384353642724e-02
3.082131468556985054e-01 4.276433077267863259e-01 3.346584895018445138e-02
3.928816811468927028e-01 3.912641880000645167e-01 5.449655463970626279e-02
3.352547712616695819e-01 4.178473290311733868e-01 8.931771964055235102e-02
3.351612849751822165e-01 4.070406281854676012e-01 5.463563329200482599e-02
3.172291758978497134e-01 3.973921481928154864e-01 6.627049129407214245e-02
3.553883874593471992e-01 4.088080703739773725e-01 -9.792245776111596633e-03
3.838012109184480991e-01 3.911335680841472318e-01 1.607976452437909209e-02
4.011987857577384298e-01 4.031445818198084452e-01 4.399041112291590672e-02
3.627969610546072365e-01 3.995358483884306477e-01 -9.665696227709930088e-02
3.646422407591977666e-01 4.132427876700919267e-01 5.592703728223180626e-02
3.305556988719179357e-01 4.179233094000753268e-01 1.101183777109047135e-01
3.807394383192642673e-01 4.254589731750871850e-01 -8.879434865511492969e-02
3.601509428858654105e-01 4.132989498141909079e-01 -9.588810325450469740e-02
3.636239276710996338e-01 3.933446349344512649e-01 -6.327328642115992441e-02
3.701533323284428301e-01 3.942649782425019511e-01 5.343323432457225408e-02
3.170731479584819046e-01 3.770945530250184863e-01 9.523401114207574736e-02
4.100948378234773872e-01 4.050097276121902845e-01 -8.289671618595284563e-03
3.282943884480448715e-01 4.320424744509778758e-01 3.101046036547749907e-02
3.237892113562949037e-01 3.992753383137400691e-01 2.324103544439992675e-02
3.450937226728565399e-01 4.818162833965384251e-01 -3.511992069833258512e-02
3.494691335577553293e-01 4.042544967386728638e-01 -5.313156867387758275e-03
3.250685941688121194e-01 4.255173430314718175e-01 4.130239853415851314e-02
3.545461714470730108e-01 4.061814013379110855e-01 1.652238132933852022e-01
3.708521042441797477e-01 3.863339539117888743e-01 -5.916888758423077821e-02
3.865827388150943067e-01 4.074621352218907866e-01 1.966097781545439460e-03
3.420304982826572471e-01 3.812179825937104249e-01 9.543821115151085444e-02
3.773739674808914701e-01 3.812407501845913038e-01 4.755944830290292913e-02
3.665562925900731073e-01 4.192567150828510614e-01 1.776962306396301372e-02
3.791124551111237362e-01 3.962420072902861357e-01 5.769932525465026885e-02
3.546205762518131466e-01 3.935680655328779309e-01 -2.702880763724446744e-02
3.543006107594819376e-01 4.377823591839541950e-01 2.884673325327202775e-02
3.939030841520332893e-01 3.796132399168306581e-01 -9.197335030544739887e-02
3.444411496192788524e-01 4.030556224501699591e-01 -3.265690578860058757e-02
3.642573969120380672e-01 4.093553097021888076e-01 5.255732723665529349e-03
4.007878589001623859e-01 3.816128742346810432e-01 -7.978176664694558440e-02
3.022573447690489745e-01 4.227141010467696525e-01 7.818964123648797226e-02
3.374959824371890904e-01 4.646923738709958229e-01 5.428876172325791671e-02
3.650493034835870509e-01 4.441869330551899697e-01 -2.910551412476347632e-02
3.498391753638301349e-01 4.139377919216143953e-01 -8.275511931159718060e-03
3.571125661486883041e-01 4.052210819827756216e-01 4.346667534339143657e-02
4.063734619468347131e-01 3.923627969722819908e-01 -2.740577504828345390e-02
3.319241546183277491e-01 4.267614845856380068e-01 4.838633469524711295e-02
3.488790727008355685e-01 4.622311783016377351e-01 7.116559463723337586e-02
3.553782752917112320e-01 4.419805420722953126e-01 1.015420051033300020e-02
2.925929602867879398e-01 4.377761562047338129e-01 3.295204465636403235e-02
3.898407335396771867e-01 4.434313824753622901e-01 -5.948278239452253757e-02
3.815005255115690996e-01 4.288072705444316846e-01 6.703181298517213449e-03
3.839983437148025702e-01 4.197701631247668930e-01 -3.582015413821748595e-02
3.536770963204227125e-01 4.100312033438784365e-01 8.467945762339201821e-02
3.555312717842705750e-01 4.332249301580967660e-01 -1.588355903705951366e-02
3.572765149403556162e-01 4.141125654501514597e-01 -8.860007387589063921e-02
3.545648433024334301e-01 3.700566507968509056e-01 4.725756255536017747e-02
3.914478653790872120e-01 4.118914356898119022e-01 3.392576647497391740e-02
3.726259710438373229e-01 4.043557224202093958e-01 5.951055302681584891e-03
3.664239445386866523e-01 3.874874652261059982e-01 6.366693415270163747e-02
3.758528560565905785e-01 3.965181371886087325e-01 9.990813538855780607e-03
3.549913045509047738e-01 4.151218061546446680e-01 1.461219389470080898e-02
3.428208532294021449e-01 4.269655410121955263e-01 1.605240122968321081e-02
3.711717353851075041e-01 3.983724409362671692e-01 9.474321423058373881e-03
3.977158777378945742e-01 3.989224671425912749e-01 -1.265296018284622903e-03
3.335876241611493986e-01 4.221806934599057204e-01 3.505180108117755822e-02
3.391175280585242424e-01 4.189628122093466134e-01 3.003605751972115989e-02
3.465695515968393314e-01 3.909314082679123947e-01 2.070361513605978310e-02
3.425111368075484108e-01 4.081688939271477801e-01 -1.009773329640828443e-02
3.703489893323271831e-01 4.154534763678193743e-01 6.443055731193192415e-02
4.180714669121046723e-01 3.809634485245405044e-01 4.290961405144888552e-02
3.262954928373917873e-01 4.541571994742704677e-01 9.672542037038134310e-02
3.565849915568174433e-01 3.859459326131942092e-01 2.154841696029530240e-03
3.319753456036242945e-01 4.091531718031176101e-01 4.603278786467024375e-02
3.459810255213154884e-01 4.195949352896921059e-01 -1.355492723300810720e-02
3.383290109424491043e-01 4.150765284234886887e-01 -2.363750504321915358e-03
3.251271227008403208e-01 3.909353960165065645e-01 4.290473748286438571e-02
3.305556988719179357e-01 4.179233094000753268e-01 1.101183777109047135e-01
3.079049403874086210e-01 4.066933464305859669e-01 6.249447821455467178e-02
3.471596441639269726e-01 4.659680309538374310e-01 3.852105435946384659e-04
3.588315996468176006e-01 4.109613163490991594e-01 1.112502475506094157e-03
3.514291227130364459e-01 4.128466840885829936e-01 1.315479575369951082e-01
3.435917867851533414e-01 4.354693047284406981e-01 1.821296891434576182e-02
3.702340407179041115e-01 4.359969899684690287e-01 5.738487843018091894e-02
3.796721978923595087e-01 3.869351011710331356e-01 6.595725490804116298e-02
3.838012109184480991e-01 3.911335680841472318e-01 1.607976452437909209e-02
3.430743680123978789e-01 4.301190828724066328e-01 -2.965088485728339940e-02
3.774511343429991506e-01 4.098856662785710925e-01 2.562135071196647296e-02
3.281746180008225378e-01 3.867451464242954162e-01 7.132581943806171054e-02
3.401966649558643141e-01 4.251189707427964759e-01 -6.985774650492437843e-02
3.435121298933694334e-01 4.112041592256868716e-01 1.532415291662925227e-03
4.028542559070750206e-01 3.848988300763993564e-01 8.926674750211471832e-02
3.464177427753922789e-01 4.482884575465999610e-01 1.150021160486460747e-01
3.977158777378945742e-01 3.989224671425912749e-01 -1.265296018284622903e-03
3.890606934795725613e-01 4.096201298847551020e-01 4.549323692409057429e-02
3.281651130482765577e-01 4.069549923230447730e-01 -4.421792998446916201e-03
3.376530162151030745e-01 4.371546840927931221e-01 4.192922899166728889e-02
3.405977655663997017e-01 3.968324858298891700e-01 4.084748857043996040e-02
3.604766790276595079e-01 4.245756293179229202e-01 -8.715227517754975395e-02
3.430361087205937576e-01 4.414986232089777030e-01 4.677469505512577008e-02
3.389296793907011218e-01 4.063934274331687524e-01 2.554805639212109902e-02
3.333481498864628301e-01 4.494265869737524843e-01 1.110962421734897898e-01
3.698042313393772318e-01 4.385409868569914438e-01 -4.421700276614315417e-02
3.424328035765742961e-01 4.074755383546391219e-01 4.489633108845092480e-02
3.134687328000414497e-01 4.053504965341728772e-01 5.461262319688420241e-02
3.460134716727383264e-01 4.026211517064511858e-01 -3.240821201994026346e-02
3.246721623321650596e-01 4.479010118628269366e-01 5.581310102194447786e-02
3.708433858210828937e-01 4.048400273303740526e-01 4.805759390566666234e-02
3.408036973854067231e-01 4.079268114070677687e-01 5.621458274106982955e-03
3.615953901631741019e-01 4.106183181198399534e-01 -7.736405411113977948e-04
3.641370446294557306e-01 4.232047848957043445e-01 6.020864352423549448e-02
3.384617576609922907e-01 4.088200806850003644e-01 3.356272486047728876e-02
3.940101124861584148e-01 3.712767444811069240e-01 1.162398513197120398e-01
4.031033802142169886e-01 3.823647920626143115e-01 5.164891566346430096e-02
3.550268616849741599e-01 3.871628126598350983e-01 5.630737877568137151e-02
3.363834251798856756e-01 4.287758914518204900e-01 5.473380597524246660e-02
3.284704360589943972e-01 4.064602061732308091e-01 -4.456257838303367969e-02
3.489377263887877834e-01 4.234024398399285904e-01 5.358907970347415173e-02
3.426203204806700930e-01 4.215295523081770135e-01 1.072648259226476330e-01
3.144639393365928348e-01 4.377096192493505900e-01 2.490177479136113092e-02
3.092853911992768934e-01 4.293885405586889137e-01 3.017770382690954101e-02
3.493932540108020124e-01 3.986142409425041944e-01 -7.624425431248416096e-03
3.744950454361267722e-01 4.120374785184981459e-01 9.879548207576083207e-02
3.572552734766440974e-01 3.879205517995386598e-01 1.185399979642363100e-01
3.897733525166428570e-01 3.921949190956669495e-01 3.026021638251585877e-02
3.744046190588912748e-01 4.253752641728557604e-01 7.531203052561852296e-02
4.072881362911573433e-01 3.826066378087444875e-01 -6.728911119793234974e-03
4.061386192080405633e-01 3.986014211871702351e-01 2.050498033457248681e-03
3.250289810026561477e-01 4.558926456895515122e-01 -3.958060058060874908e-02
3.554097486156596597e-01 4.152500306661748297e-01 7.545397668236919486e-03
3.531905807106986428e-01 4.274509625102385080e-01 1.438238155974662646e-01
3.423753342571475566e-01 3.828495837339521701e-01 5.521455151543364082e-02
3.579806248962959514e-01 4.343850030190463674e-01 4.079929514219360343e-02
4.314403916795496174e-01 4.372186617199358971e-01 -1.140660395066839250e-02
3.586130365926657459e-01 3.907524354941251943e-01 3.694806641381309653e-02
3.250388023573954066e-01 4.218423337296631770e-01 7.225801327191416767e-02
3.143856940045552384e-01 4.356260570153419054e-01 9.485475983241897779e-03
3.263754114152309649e-01 4.032522296528917027e-01 6.938389305635483950e-02
3.540811900867791850e-01 4.133622571779689281e-01 1.469992273639009195e-01
3.545382697053497401e-01 4.333169181134072789e-01 1.393412623597047872e-01
3.249514412613936365e-01 4.371749882818481425e-01 1.449275391994953033e-02
3.182805710600302707e-01 3.967344368627439555e-01 9.122511700681013025e-04
3.684536411899156927e-01 4.048698458194405214e-01 7.615535981509258256e-02
3.615853380930258432e-01 4.005189780673357736e-01 -6.058191728145989607e-02
3.172291758978497134e-01 3.973921481928154864e-01 6.627049129407214245e-02
3.238209438370845406e-01 4.266872270299926218e-01 -3.910311837754176789e-02
3.093954110369709354e-01 3.992308016050705732e-01 2.047764556404296776e-02
3.289962796326551531e-01 4.498170715213709037e-01 3.427502433175599883e-02
3.352547712616695819e-01 4.178473290311733868e-01 8.931771964055235102e-02
3.059386405352894078e-01 4.327455555712334534e-01 -1.476298561076827554e-02
3.500013570741625779e-01 4.513457620155780781e-01 2.007654101181555184e-02
3.545580612221011507e-01 4.002011312286254952e-01 3.909825686003420842e-02
3.864231997927742301e-01 3.885445685036987284e-01 1.265080754826470866e-01
3.689360642336703688e-01 4.111301131901944350e-01 -2.208313998764432906e-02
3.356556573945662092e-01 4.034544115867075287e-01 1.526428376719612956e-02
3.698042313393772318e-01 4.385409868569914438e-01 -4.421700276614315417e-02
4.035884942783908302e-01 3.866943912395254812e-01 6.947819811741129392e-02
3.880833256988801550e-01 4.018316826862187163e-01 3.654741795979377095e-02
3.503551943844355199e-01 3.991846055006988969e-01 -6.837305429208728746e-02
3.420733460764942557e-01 4.014683117301154347e-01 -2.819071549087215356e-02
3.501590852444475543e-01 4.274558889332817913e-01 8.930089405500285515e-02
3.145224395303508613e-01 4.460881969649841405e-01 -7.281708073237025403e-03
3.435342165761429145e-01 3.968561065871455962e-01 -6.713260804748821808e-02
3.356518785788518699e-01 4.045859296223644486e-01 -1.199556138979340769e-02
3.410755465930070951e-01 4.135228952413746439e-01 -4.108076598335475005e-02
3.318359953612025071e-01 3.959810041472334730e-01 -2.208123441358122996e-02
3.261072518008313881e-01 4.436582532251184818e-01 5.003194980684155801e-02
3.747769973578912728e-01 4.034647718141984862e-01 -1.029401908401827992e-01
4.160020020780173522e-01 4.138500356997296126e-01 1.192945259342725883e-02
3.631389460437897676e-01 4.015356171515204742e-01 4.585122305224076378e-02
3.283449629101025113e-01 4.168274074001305229e-01 -1.145961199316791745e-02
3.707920706985817771e-01 4.105987275877548970e-01 7.984013345618867774e-02
3.750911835344676315e-01 3.839962793131309615e-01 3.042363114954338421e-02
3.555310075055235219e-01 4.137109793169732597e-01 -3.996382914764140537e-02
3.363834251798856756e-01 4.287758914518204900e-01 5.473380597524246660e-02
4.058469721595466817e-01 4.110338563079596330e-01 -1.303952331081814631e-02
3.400558347894963585e-01 4.090773182909646644e-01 6.511335676995022581e-02
3.559008974776129985e-01 4.175426058462738399e-01 7.239091347651882558e-03
3.696451740226862626e-01 3.956441549169085192e-01 3.456364132813383172e-02
3.056473929149717272e-01 4.097623422765620527e-01 2.829417477337958786e-02
3.391992506719007650e-01 3.718862713643725226e-01 5.599979712079106164e-02
3.553166998958167677e-01 3.928456859347790320e-01 2.840217937882805188e-04
3.416603993374386916e-01 3.967317021943650435e-01 7.231587131873462582e-02
5.279252278301774792e-01 3.683158852654462301e-01 -1.295238640792746310e-01
4.080176471793469095e-01 3.946710550565823428e-01 3.921779316915241509e-02
3.519207430675811432e-01 4.075118765698995116e-01 -4.715180092103954390e-02
3.769205528901474200e-01 3.820256973543552093e-01 7.731857897417038217e-03
3.075676777323632649e-01 4.300561019744019720e-01 5.849341249433792633e-02
3.336458853561260485e-01 4.673401732631240479e-01 1.234388079052051168e-02
3.234492538727325450e-01 4.043677270571516824e-01 6.669476292026899067e-02
3.679787143275352057e-01 4.215987072460444796e-01 -1.967396124538411950e-02
3.506018367179188910e-01 4.429647861767907480e-01 2.415178301642195713e-02
3.421713569402101696e-01 4.218803454324090985e-01 -1.028402540400419340e-02
3.422989403256235796e-01 4.191745162895664789e-01 -8.761392770698761545e-02
4.367189358364094165e-01 3.839311081644252166e-01 2.139419404414961701e-01
3.645975210096132346e-01 4.118661652071450296e-01 1.770636566928751598e-02
3.662589572156667583e-01 4.163389461758809085e-01 1.235900465776040846e-03
3.447509613163869391e-01 4.023015824877761437e-01 5.225144917285673429e-02
3.349663815562334834e-01 4.302967405150279756e-01 8.169214848204520152e-02
3.551281619026191438e-01 4.172051879197368196e-01 -2.960502602023773466e-02
3.585911386094369213e-01 4.076830324926936089e-01 -7.845122466172083087e-03
3.698967841111864274e-01 3.861611317112089159e-01 6.042320779176635348e-02
3.980383319424298794e-01 4.057394514042777511e-01 3.111246728994609967e-02
3.752721666631326225e-01 4.056712399089790200e-01 2.550686780112543239e-02
3.651391250068913852e-01 3.985192739373150106e-01 -8.266496946646162414e-04
3.657151022848177391e-01 4.207546191746852626e-01 1.748711975709982269e-02
3.729490025534561437e-01 3.838092445135026232e-01 -2.660627639833390568e-02
3.834144125919337065e-01 4.211784744029034577e-01 5.640813076971062934e-02
3.980023727361655661e-01 4.250717329965831293e-01 -4.802555722307921826e-03
4.039657966835031311e-01 4.128688572959531844e-01 5.468816935068665508e-02
3.396621566322053365e-01 3.878483368549809351e-01 -3.796493154495872435e-02
3.579435179342413953e-01 4.076793592295299695e-01 -2.152624272803915773e-02
3.243453915107200602e-01 4.233997125116346072e-01 3.942177383707168303e-03
3.316609118687645075e-01 4.097554906675597852e-01 1.675115723539799539e-02
3.486425956073000432e-01 4.145965246504637047e-01 2.346535458223919512e-02
3.614627298864339644e-01 3.978779678511234486e-01 -4.341993792418874509e-02
3.491830884764128839e-01 3.889639851445333973e-01 8.364587089575548084e-02
3.377982605784715653e-01 4.429211532391336137e-01 4.438716175461721036e-02
3.217907168258651307e-01 4.303037690917241309e-01 4.115548717949857327e-02
3.364613106352316585e-01 4.297223671609364803e-01 6.887645209278980829e-03
3.536012234136421406e-01 4.121180792776058532e-01 -5.427599831805096642e-02
3.096006657017552621e-01 4.138773385910005098e-01 -2.046008017885914132e-02
3.729729959422814489e-01 4.298766048121490657e-01 -2.269806787334216480e-02
3.973377908722052765e-01 4.006429345092085703e-01 4.175043233158048928e-02
3.509243168881249764e-01 4.082723470852433478e-01 -7.574713937086618998e-02
3.890818455769533557e-01 4.120199128777778386e-01 1.435024000100515451e-02
3.310292689605819905e-01 3.915343770043264726e-01 -5.203199343962439105e-02
3.452704239582038981e-01 4.138818689584466970e-01 -1.224064119401635509e-02
3.441002662918089539e-01 4.205103774395846927e-01 4.132743145850215072e-02
3.420350756078450738e-01 4.144328907339286938e-01 4.597103985648276492e-03
3.531372962804205651e-01 4.385074341704872647e-01 1.263167428426892336e-02
3.034433268847108733e-01 4.177592011899534663e-01 7.343875489142615010e-03
3.552451829912167680e-01 3.932563475133533659e-01 -4.964971012334329359e-02
3.021614571514934511e-01 4.198333710729627022e-01 -9.869737511348564141e-03
3.267525081715453306e-01 4.367769203925340182e-01 -4.068655912067453695e-02
3.312303683623286088e-01 4.194240153756253475e-01 3.356716407357285270e-02
3.859426163060183379e-01 3.766131144360902461e-01 2.413300882231039779e-02
4.128714776142271559e-01 4.145397846870635949e-01 -6.097083934342140132e-02
3.350694224776640806e-01 4.010087234384759891e-01 -9.365479046655500461e-02
4.096292633267724637e-01 4.384500285391321750e-01 -2.772839651934277949e-02
3.567494209691990381e-01 3.861842009020583499e-01 -7.371118715195079663e-02
3.641757281705908511e-01 4.269006238652417462e-01 -1.404198763101660585e-02
3.550659436826417159e-01 4.434257388955673007e-01 1.227108355254991068e-02
3.510433658235080356e-01 4.106874316898611044e-01 -1.457554966863117141e-02
3.406480412388038781e-01 4.238201064919969729e-01 1.338936294945736183e-01
3.969542243034618334e-01 3.983943597719419860e-01 -7.265067257737811701e-02
3.712604004666539836e-01 3.960588494905983303e-01 7.762337246600137242e-02
3.662115707202079906e-01 4.530961802523348902e-01 8.863347643494945416e-03
3.442118704153839248e-01 4.130079729574440139e-01 6.001946153595505429e-02
3.906051019987756279e-01 3.980115322839570258e-01 -5.739625153181293626e-02
3.299336096989605727e-01 4.412332802397639919e-01 1.905919930978527965e-02
3.581878643549493701e-01 4.010325938431903436e-01 1.595013799585398573e-02
3.403691622357755686e-01 3.849573454207372292e-01 7.279462054310892327e-02
3.191178388601071392e-01 4.212910512707773725e-01 4.304796559025958480e-02
3.996307889454704387e-01 3.980482831430314228e-01 1.959431297088798374e-02
4.208413588557158302e-01 3.993188336783684012e-01 4.568637887504678474e-02
3.013953699087429383e-01 4.297152354571395771e-01 -2.291047143268964970e-02
3.224330019368263356e-01 4.175253002550997072e-01 -8.279226878033396630e-03
3.662058657060829892e-01 4.195079992432236837e-01 -1.301259466540438670e-02
3.372678905922667503e-01 4.215836839851482831e-01 1.288907410341733062e-02
3.350933079728468655e-01 4.365658909413754896e-01 -1.170661330756606056e-03
3.884997245452010972e-01 4.194971258268598291e-01 3.788838511499359463e-02
3.641044635743986846e-01 4.364942563613221083e-01 -3.800848093425623908e-03
3.383851495389713637e-01 3.921136642858968346e-01 1.009048207233564920e-01
3.678630090508784312e-01 4.075648744103770316e-01 1.445067725319952867e-01
3.418475047455784566e-01 4.144762693405769083e-01 3.737098425747609198e-02
3.626520288693176886e-01 4.114677054661670108e-01 8.849815290551843461e-03
3.119132611330791560e-01 4.709110249922068836e-01 7.771466218445266527e-02
3.190954202878740764e-01 4.126493455323388959e-01 -1.878202879124957203e-02
3.500348951709617573e-01 4.069700793148037232e-01 3.093534726785307498e-03
3.733291127737310977e-01 3.896495124149088607e-01 -1.178212492328600813e-02
3.554525331153028933e-01 3.925326230229083668e-01 5.446524591797063941e-02
3.226498363504463063e-01 4.136953908654928957e-01 -1.092308815769538199e-02
3.246609811767242615e-01 4.096056084634402406e-01 1.663790753501803721e-02
4.044296598463209547e-01 4.325856365725644914e-01 -9.599925302600231802e-03
3.397948742993424087e-01 3.926895928707019312e-01 6.105254853638131252e-02
3.699492918082373238e-01 3.939308513462660422e-01 6.691892826085088508e-02
3.640721413743851498e-01 4.272708418756588356e-01 -4.265055061113187662e-02
3.418021056277659731e-01 4.182739207636407275e-01 3.338446706528030994e-02
3.738390558529698926e-01 4.431441765570387492e-01 8.247045226145433006e-02
3.673570288665969352e-01 3.913849767959495241e-01 -1.389988688402721273e-01
3.565190006420850821e-01 3.674634719122017446e-01 1.007605097404784544e-02
3.591673756420040164e-01 3.987482325834658115e-01 8.185592557230569888e-02
3.573774497959190666e-01 4.013196161466885958e-01 -1.057929438573201875e-02
3.463951738756522181e-01 4.691684879994240664e-01 7.547890108871668779e-02
3.661791729408867546e-01 4.305521027666431855e-01 3.759546770456578813e-02
3.284136945251625583e-01 4.291485849882709092e-01 2.677580398966616926e-02
3.675994663910742144e-01 4.180388399645325048e-01 -5.018644548169060027e-02
3.555822073752011869e-01 4.197827352070752083e-01 -2.818895615949990052e-02
3.153993896848997225e-01 4.149413931977434800e-01 5.931124197309234347e-03
3.640847924939395464e-01 4.172351898560053840e-01 4.255389530001996157e-02
3.345072049181334051e-01 4.338212143642490304e-01 7.703452246440045670e-02
3.662589572156667583e-01 4.163389461758809085e-01 1.235900465776040846e-03
3.213553666293842426e-01 4.189017682465679959e-01 7.618388858067337566e-02
3.163371084710190351e-01 4.095551511380907672e-01 4.263546708513921146e-03
3.266516139321921086e-01 3.924430170630123227e-01 -8.002690268201995138e-03
3.664487090996483842e-01 3.985408617591758018e-01 -2.133502569381140468e-02
4.054250622359886203e-01 3.795879474751017724e-01 6.602950414661346024e-02
3.132744326554461334e-01 4.428057706621044143e-01 -6.489359490883861437e-02
2.945785316003493581e-01 4.426313089165599957e-01 8.811899812515378017e-02
3.120512145337135945e-01 4.365224855419988503e-01 7.122930942202509996e-02
3.550953178168718694e-01 3.713794954155292816e-01 -7.145955843012952169e-02
3.633711797033393198e-01 4.283658010466887545e-01 -1.579115063667480001e-02
3.268894618321097623e-01 4.219095358243717397e-01 -4.444534197739646864e-02
3.421902100644861888e-01 4.105291282107673689e-01 4.110222388744899646e-02
2.890191067291141835e-01 4.351006946266844921e-01 8.516644960510744156e-02
3.703617594054908757e-01 3.762433052913377596e-01 2.943969806511947951e-02
4.084050106134430314e-01 3.736445471809476948e-01 -8.580434117809687677e-02
3.697938380723264640e-01 4.078999276058247747e-01 -7.058103414682115329e-02
3.831299443002235128e-01 4.042673760960252549e-01 1.115897319788399233e-01
3.936136458229300694e-01 3.919124685240224504e-01 -9.295084685412069447e-03
3.354262809432788650e-01 3.742161759379879493e-01 2.347879029241961568e-02
3.484630471629342474e-01 4.013793888884574779e-01 6.292747110885121842e-03
3.734985428562483389e-01 4.212163905222378046e-01 6.371926786068105031e-02
3.769361334031511301e-01 3.905800103231810705e-01 4.987644622667430916e-02
3.292539287736558351e-01 4.253362270912139920e-01 2.101665428682997216e-02
3.273433348380104246e-01 4.371414829857804829e-01 6.962631275513175844e-02
3.587708466446212774e-01 4.185847363595762705e-01 -1.600064639400355926e-02
4.241637266939543016e-01 4.069136632183639746e-01 1.128677330065284146e-01
3.299589030772163145e-01 4.250724250079915278e-01 7.419839066381328507e-02
3.358589433634782129e-01 4.096366119472955591e-01 1.345766501982037511e-03
3.425101471151511534e-01 4.259448596340315030e-01 -1.072907911135789760e-03
2.947900944795589506e-01 4.205264130107150278e-01 -3.409367689468179030e-02
3.181526686376965896e-01 4.458377792465396117e-01 9.811357333479486798e-03
3.230545594163091727e-01 3.903441349259946236e-01 8.468728413564408086e-02
3.231475899343113078e-01 4.016304052851181750e-01 8.809427940432890125e-02
3.790705887373722049e-01 3.987491624495365650e-01 1.086455122890317426e-02
3.459533623662724433e-01 4.425802842316649555e-01 1.171760698647099641e-01
3.810339587583300158e-01 3.982599591885225276e-01 -1.192720899495869347e-02
3.234450264508267892e-01 4.556608315307080215e-01 -8.338823241656134755e-03
3.137799258604958008e-01 4.328373613479335469e-01 -1.268993758756276069e-02
3.594013490279815981e-01 4.116597247551104233e-01 6.509740780141970440e-02
3.431512068896380718e-01 4.347684236846405814e-01 -1.802160531006125055e-03
3.742003233141348861e-01 4.201371816862171649e-01 -2.582682216291687372e-02
3.923338594901660814e-01 4.109331722372372986e-01 9.547859421608073660e-04
3.594676457729240049e-01 4.201441145732195959e-01 9.508046076226861487e-02
3.584921312905643975e-01 3.974212194391175679e-01 2.923036998250161389e-02
3.415499376480746196e-01 4.164771439980846091e-01 -2.155308611258011098e-03
3.734271433048858557e-01 3.853951565736880025e-01 3.612341080065095689e-02
