sigma l c d e
1.108843781711645882e-01 9.514985287231541022e-01 2.360456982223559930e-01 2.161297993400298351e-02 -4.096702219003308665e-01
1.146460489425894375e-01 8.350851038186619668e-01 1.928522687797418200e-01 2.438709846554988278e-02 -3.649569705611422910e-01
8.902152405455843187e-02 8.881334954846915597e-01 2.005998868239724509e-01 2.324991312960723172e-02 -3.585939253048895381e-01
1.012217951507345393e-01 1.036347744197616105e+00 2.088054001293890849e-01 2.294884711799636406e-02 -3.815115674835323212e-01
9.473814907890538983e-02 8.621119321836723248e-01 1.842529492513949041e-01 2.468520093843480645e-02 -3.602027138536083584e-01
1.175187714405978162e-01 9.147668759960931872e-01 2.559946845893614764e-01 2.130650379484420529e-02 -4.279412638187666262e-01
1.000711907074135626e-01 8.811829906164461157e-01 3.013926448648027723e-01 1.937505427542765210e-02 -4.728173143576133164e-01
1.123231040840973471e-01 8.848346779179194765e-01 2.107489423609751888e-01 2.256040123935004055e-02 -3.960132697087044296e-01
8.712261976777355144e-02 9.781055377818241858e-01 1.944099323909502797e-01 2.441152255533638599e-02 -3.627705711713109515e-01
1.056377794752747235e-01 9.393066152577211891e-01 1.642675512551543537e-01 2.580435815431093155e-02 -3.383274060631845659e-01
1.041113348655023640e-01 9.051015820328947026e-01 1.806523087115563531e-01 2.458919661610265220e-02 -3.524366831031797709e-01
1.151639965126690091e-01 8.288388507295705310e-01 2.292475477090936131e-01 2.171807145632331446e-02 -3.765079730393201540e-01
9.603891705582154326e-02 1.328083846557385872e+00 1.856171410877052175e-01 2.476313788500597579e-02 -3.841095762055680707e-01
1.012321192555262483e-01 9.004808751067689965e-01 2.407355479499782014e-01 2.123108248018781147e-02 -4.199081740993998446e-01
1.148075750864577527e-01 8.786670362212416485e-01 2.335842681985147440e-01 2.234578340940440028e-02 -3.832036717212444765e-01
9.546628300358230013e-02 1.014170833715753117e+00 2.307756144387267394e-01 2.237182909477350434e-02 -4.282688137475023638e-01
9.726316765894854610e-02 9.912242494009247951e-01 2.194693986808944342e-01 2.270666678597148269e-02 -3.901293612137881617e-01
1.104691524910983713e-01 8.852599224580699477e-01 1.872774921585755870e-01 2.452579481184672186e-02 -3.735398740006734553e-01
9.843815657395452168e-02 9.157535697253433860e-01 1.798462617495006910e-01 2.530147193949810677e-02 -3.746466726607078357e-01
1.261104770634174921e-01 8.608998445940919675e-01 2.108760409314374140e-01 2.250857524453371214e-02 -3.928324371856772856e-01
1.145997807121679757e-01 1.009670983907165143e+00 1.858324532434649790e-01 2.441184673976774799e-02 -3.641899880732788475e-01
1.145461094959933507e-01 8.002647263393780630e-01 2.347585603570887525e-01 2.183804106570163064e-02 -4.270709827597669594e-01
9.998969602551856239e-02 8.312371704473573431e-01 1.799880370862876333e-01 2.421090345502586311e-02 -3.362769365401956367e-01
1.127101689367669690e-01 8.524986621927332919e-01 2.246180838057434404e-01 2.125982413680586880e-02 -3.876652206228262676e-01
8.902152405455843187e-02 8.881334954846915597e-01 2.005998868239724509e-01 2.324991312960723172e-02 -3.585939253048895381e-01
9.854397584569270230e-02 9.613708036767470988e-01 2.432315382406269322e-01 2.171931962392782342e-02 -4.307675126178320824e-01
1.192849997512988036e-01 9.301453645838235751e-01 1.769022186964106513e-01 2.472990055577979629e-02 -3.449521103629386021e-01
1.005729932247745595e-01 8.143507197212050963e-01 2.841951545017427083e-01 1.979376725451722704e-02 -4.441136396047947743e-01
1.280247873681877591e-01 8.501669824549722421e-01 2.298292533988490760e-01 2.157395493114432072e-02 -4.030786646956033836e-01
1.028532753453585830e-01 9.169010158567793001e-01 2.215763813128934778e-01 2.214793791944598064e-02 -3.918988792491375772e-01
1.000469788051417536e-01 7.961983969846488929e-01 2.226703463850794318e-01 2.220891677041311046e-02 -4.082569140313088152e-01
9.947539829523477373e-02 8.752947057987464641e-01 2.250131679902529491e-01 2.141524363070886408e-02 -3.840848798857323665e-01
8.412200469391650781e-02 9.378357396306955529e-01 1.793491220290670540e-01 2.448823640988976105e-02 -3.562230939456949574e-01
1.091787137498287791e-01 8.267222713262478706e-01 2.273157234849529917e-01 2.225069835497947221e-02 -3.852915796916724922e-01
9.991656594757103438e-02 9.693066266135558218e-01 1.999449055125148700e-01 2.316458675682445123e-02 -3.629363582483434714e-01
1.178386435000222804e-01 8.757694099194610615e-01 1.944185759593071161e-01 2.373073676987547120e-02 -3.587355301854265877e-01
9.814420385766386978e-02 8.942608586548914662e-01 2.433249924963858390e-01 2.036275696980927030e-02 -4.159764746449632344e-01
9.449275543097496177e-02 9.904043457681749318e-01 2.050453606207707224e-01 2.345532576936279825e-02 -3.865910074855969381e-01
1.014498482881072278e-01 9.898629102893585774e-01 2.029655481024970065e-01 2.308018099894380143e-02 -3.680047410464821755e-01
1.069864652505608110e-01 8.982754196599995744e-01 2.234476372710076930e-01 2.202862722597830059e-02 -3.916169799176276722e-01
9.326446497569726435e-02 8.073354268696635305e-01 2.044386644690334709e-01 2.346136074729427562e-02 -3.688423423490935216e-01
8.748933521587455575e-02 9.327042949692092577e-01 2.642098203163727455e-01 2.034601956110129728e-02 -4.335181274989506894e-01
1.140931807271262505e-01 7.961073320127570740e-01 2.915604829190483471e-01 1.957570900173328035e-02 -4.286805645125013609e-01
9.757910084467295853e-02 1.016673472241419907e+00 2.426986703372551180e-01 2.133524337108829577e-02 -4.132575540806161518e-01
1.014823555982777292e-01 9.213615664983894060e-01 2.128584030272222538e-01 2.336804755231974493e-02 -3.919682574097161920e-01
1.148440025317247620e-01 8.394176639998491840e-01 1.610489980512128660e-01 2.662231864532868184e-02 -3.516563724472665520e-01
1.048245582767330514e-01 9.247979295752415396e-01 2.253522574887261154e-01 2.232295038385422384e-02 -3.943195882317506173e-01
9.960684913740038005e-02 1.096300285284639742e+00 2.285577585249900512e-01 2.167002729346852175e-02 -3.915311665439127342e-01
1.052645535054441972e-01 8.925441882576780062e-01 1.501983107464046618e-01 2.719767436922963799e-02 -3.414132976319643742e-01
9.228943983350666735e-02 1.077997512404333280e+00 1.754299046618468250e-01 2.521264309208692822e-02 -3.549483341770892642e-01
1.144292595006184132e-01 9.093736550305513422e-01 2.250325972045155165e-01 2.161266267133217858e-02 -3.824364978899879031e-01
1.120708042739829297e-01 8.586247386165264395e-01 1.578565491919625696e-01 2.617417199629948690e-02 -3.145194508912433351e-01
8.598543320347035168e-02 1.158815663601665769e+00 2.111010439211009615e-01 2.286011884486032625e-02 -3.928274213688440764e-01
9.047193494716442019e-02 8.462476738958266687e-01 2.061686815768422054e-01 2.307631651873628606e-02 -3.655666145944859169e-01
9.597587123377121499e-02 9.358019408951741003e-01 1.913194439389322987e-01 2.416718844579434158e-02 -3.640526032219014718e-01
9.157738347901431264e-02 9.100457055571271603e-01 2.028921622011774506e-01 2.353502672171930987e-02 -3.839695624473947744e-01
1.158890948697818696e-01 9.239569835224646921e-01 1.795838875553861236e-01 2.507639096999007139e-02 -3.358164251415598489e-01
9.750003544550862877e-02 9.181820208806719119e-01 1.827293164644188117e-01 2.445421039401737828e-02 -3.532115047887686154e-01
1.164509308104870466e-01 9.437794207574712324e-01 1.890060210814157315e-01 2.440821203532989037e-02 -3.666592850263760139e-01
9.773383008345180867e-02 9.894436489081648300e-01 2.458477963709557734e-01 2.097361512457370306e-02 -4.237251573895163270e-01
1.007617314918755613e-01 1.019390271390944402e+00 1.948080922717694285e-01 2.393525311100726596e-02 -3.668763219833560685e-01
9.213386143284119090e-02 8.013721798670697671e-01 1.607214180386546953e-01 2.609003155091433462e-02 -3.440007020923292469e-01
9.626348541208720744e-02 9.697764439424587657e-01 1.861551877602676264e-01 2.436390723157212321e-02 -3.524823591281430746e-01
9.923684591746773087e-02 8.804080280894134303e-01 1.755069524574059958e-01 2.508309299299169015e-02 -3.460058498106346470e-01
1.053958952092488438e-01 8.627881124209325625e-01 1.844617106837809217e-01 2.426611513707304865e-02 -3.633754502189211477e-01
1.041864448441896379e-01 1.082851176983804953e+00 1.950432685140945921e-01 2.429822923743519755e-02 -3.648799169939521692e-01
1.021824076610323984e-01 9.766076614255401189e-01 1.842353109225094432e-01 2.455966013754169730e-02 -3.547152954325870633e-01
9.644829598173816632e-02 8.533055593568481534e-01 2.372152027951608400e-01 2.168197589737385148e-02 -4.082335457731636197e-01
9.363573490502252739e-02 1.072857289627650257e+00 1.771191573426371679e-01 2.512082535796152441e-02 -3.622898668503661268e-01
1.106214773621358727e-01 8.270303736517232718e-01 2.376332202097073409e-01 2.198812917437104053e-02 -3.956336179943108489e-01
1.001669624314803914e-01 8.585238543240537590e-01 2.146384867336332825e-01 2.220017895307308670e-02 -3.623232410275162296e-01
1.093975276249993800e-01 8.443571680612017571e-01 2.122424870469243885e-01 2.229840587129964039e-02 -3.970322810650303014e-01
9.150747342824723518e-02 9.535686215503791363e-01 2.683188798164621858e-01 2.012881421159645745e-02 -4.450167032419553026e-01
1.035751964270873182e-01 9.047502854874505118e-01 1.795593347366966075e-01 2.448430293499433835e-02 -3.507191307431939409e-01
1.072156446034866206e-01 8.065712219680147843e-01 2.674574917872107882e-01 2.019490055394522476e-02 -4.416139862070636024e-01
1.095759147931891359e-01 9.199414578016252841e-01 2.856978877924938320e-01 1.975394068790161523e-02 -4.514207193944838048e-01
1.064905650735993858e-01 9.006680952366754589e-01 2.186063220393952289e-01 2.219677446975985499e-02 -3.734428958439800494e-01
1.095455462254084633e-01 8.738011007108250627e-01 2.067045438424739423e-01 2.279003738417099967e-02 -3.651676477517257213e-01
1.054163905050205935e-01 8.500687490830776127e-01 2.320912235421130898e-01 2.131545103904718130e-02 -3.917346905084788666e-01
9.943457102362990296e-02 8.953553920397160359e-01 1.797271062694842936e-01 2.480967511086008478e-02 -3.659974589604045869e-01
1.028980657595558457e-01 8.873834624268948090e-01 2.310504448693979640e-01 2.204951317140771763e-02 -3.841589736529615884e-01
1.028558479782621243e-01 9.350681381096943579e-01 2.310033454259790009e-01 2.248235667994800957e-02 -4.080260623867630887e-01
1.015369782154018907e-01 8.423514398007508897e-01 1.385693246613426410e-01 2.738653743117155578e-02 -3.155027338052364128e-01
9.449660268946899477e-02 8.449825274899103178e-01 1.884387487010121820e-01 2.490301955181498800e-02 -3.836198889358835018e-01
1.032287746316501859e-01 8.009566258548656004e-01 2.124255714198488576e-01 2.330163026039553525e-02 -4.060580578042066735e-01
1.139936070404742041e-01 9.534715323441527168e-01 2.975829487461822964e-01 1.880030549566287512e-02 -4.616254681542896199e-01
9.237621614934346526e-02 8.829460622430868044e-01 2.359326779986830047e-01 2.131176178818637232e-02 -3.890847646722128683e-01
1.010969925548674125e-01 1.056025616896309360e+00 2.037194813246263614e-01 2.322277858129178849e-02 -3.761320846562310471e-01
1.223082934875336369e-01 8.453316003289284009e-01 2.292211089462841134e-01 2.175535344459775949e-02 -3.903377228807115573e-01
9.881307417357812484e-02 9.154714395865924947e-01 2.555768503213313725e-01 2.058829540141235773e-02 -4.322365087130318750e-01
1.148819331570804375e-01 9.115209762135791927e-01 2.353656402138215586e-01 2.205560608831773003e-02 -4.203346248240055205e-01
1.004195121650255790e-01 9.005259319571768950e-01 2.777297350998453318e-01 1.986562531592648076e-02 -4.460759787144128463e-01
1.172495099288601295e-01 7.984721116447728306e-01 2.184982833536124325e-01 2.218593277853992546e-02 -3.641076200158434029e-01
1.034898932583003528e-01 8.227197498083478333e-01 1.834025645989889597e-01 2.433559398688051045e-02 -3.401821825143740430e-01
1.149581951491923659e-01 7.882854384352813160e-01 2.323981929084717457e-01 2.157394792406776632e-02 -3.904168905929178424e-01
1.108103536141770845e-01 8.425536913959563723e-01 1.515447361739328258e-01 2.690309352027506901e-02 -3.358973488288673481e-01
9.438483497623860463e-02 1.074187837607145868e+00 1.964506405644592668e-01 2.341242542728996442e-02 -3.693007914414891957e-01
9.261824469845024443e-02 9.327586376764422926e-01 2.010132384880645162e-01 2.379483739255815883e-02 -4.035442332393411879e-01
1.133674038269168738e-01 9.471467447248427263e-01 2.166411766380229587e-01 2.207151596538548324e-02 -3.661487192006116498e-01
1.047803527555194181e-01 9.152878379667233055e-01 1.625025989333215293e-01 2.496266895529556870e-02 -2.945688250411081510e-01
1.153720367283534581e-01 8.559031510455195058e-01 2.865197362625369060e-01 1.895152871354316079e-02 -4.078106089382017574e-01
1.058790029959669338e-01 8.413919077982052741e-01 1.871554530118617610e-01 2.420196733277844500e-02 -3.650797303790783710e-01
1.193104196141365203e-01 8.472888828114426563e-01 2.074476896140637905e-01 2.351496996730662731e-02 -3.903226524282173981e-01
1.230019616348908273e-01 8.326179215695770353e-01 2.111930842820823884e-01 2.269115692015290578e-02 -3.714517608253282699e-01
9.845728036930162519e-02 1.008713698014854110e+00 2.391108816375078217e-01 2.180507154685126445e-02 -4.181594234358764206e-01
1.150726242797105447e-01 8.460145954646908217e-01 1.945030742571425275e-01 2.376236601553731453e-02 -3.609252125077657691e-01
1.123074047268549647e-01 9.043759874141146238e-01 2.695836220245819703e-01 2.031684822067416490e-02 -4.361090557697602232e-01
1.107151577510234047e-01 9.567809548770311867e-01 1.944789635044488207e-01 2.346224909483578952e-02 -3.514818467515322675e-01
1.095988748340711999e-01 8.452586145059987066e-01 2.439398233369880487e-01 2.191049800553468777e-02 -4.083923140428703524e-01
1.079610390526375696e-01 9.109546712186522566e-01 2.409200648546998558e-01 2.155258838042211147e-02 -4.268291067886568202e-01
1.128493317228853737e-01 8.576733836415085799e-01 2.266237240804676034e-01 2.192394827097956383e-02 -3.900244239176907657e-01
9.713486146595445847e-02 9.290944954245928811e-01 2.068907095234564508e-01 2.267044314357693005e-02 -3.782413644376393380e-01
9.847115174103723834e-02 8.734842393811883543e-01 2.318449229785182197e-01 2.181343095013749123e-02 -4.159322786972521335e-01
1.085698431821450621e-01 1.000915807649811251e+00 1.752451821312124292e-01 2.527273404280257901e-02 -3.495758497673715492e-01
9.851567132688526796e-02 9.010786122520584307e-01 2.515367082419488476e-01 2.057866136688826092e-02 -4.012856707914937981e-01
1.075367475128245903e-01 8.748913148083413693e-01 2.125250365287068011e-01 2.238688206702675945e-02 -3.843012199439368448e-01
1.137519481890344464e-01 7.484335287654295676e-01 1.942728355792369133e-01 2.335069002462744278e-02 -3.502324595740765600e-01
9.147723839532634349e-02 1.049849216560103660e+00 1.850553814541451292e-01 2.450500481727319393e-02 -3.513532316667552502e-01
1.134567549397353381e-01 9.944164537284292393e-01 2.828937344403090748e-01 1.895744205364747331e-02 -4.378540169214297784e-01
9.566824858949862787e-02 9.599874408210917753e-01 2.396822836649918909e-01 2.146620257561532991e-02 -3.926149021117565363e-01
1.081033480081734499e-01 8.678476238120801378e-01 1.692296006247979712e-01 2.551493912565929584e-02 -3.694529320200446998e-01
1.067799246711882144e-01 9.202189928913089290e-01 2.576010948980835824e-01 2.078344841068853477e-02 -4.351416170379521775e-01
1.144292595006184132e-01 9.093736550305513422e-01 2.250325972045155165e-01 2.161266267133217858e-02 -3.824364978899879031e-01
1.071367862634526186e-01 8.682272336317464756e-01 2.401404327553444684e-01 2.170336471006042989e-02 -4.301907926336923094e-01
1.162848148411766702e-01 7.696267811014625426e-01 2.355311558339310274e-01 2.245987066295036805e-02 -4.181701099023651391e-01
1.119483628338944214e-01 7.906490037675295568e-01 2.075527786985760237e-01 2.334886464544253665e-02 -3.567905660874287621e-01
9.633058149344292387e-02 9.057548107548696326e-01 2.716384389306394365e-01 2.070551241213979335e-02 -4.419426254124553255e-01
1.047501120868200020e-01 7.983220781412327938e-01 2.630445470149076481e-01 2.064605779340849406e-02 -4.292184950872832694e-01
1.001584550188129308e-01 1.098880332200164123e+00 1.860072467822651010e-01 2.467018545575386246e-02 -3.780378610360594083e-01
9.213818358835218492e-02 9.638893824198470073e-01 2.374540660595518826e-01 2.110873036971251324e-02 -4.015252074634740875e-01
1.188324313235333135e-01 9.044032772234245066e-01 1.615628582647168354e-01 2.590229165473877798e-02 -3.410697004561664691e-01
8.983426478902457879e-02 9.074835652025631250e-01 2.527401475981583268e-01 2.128921607198861268e-02 -4.399695960135757700e-01
9.209453853768075071e-02 9.136500289209654735e-01 2.461885943425070611e-01 2.121299996780327476e-02 -4.232714195790986400e-01
1.176840214575986393e-01 9.107409892618212321e-01 1.867296930902428986e-01 2.436832522569790799e-02 -3.671828569931627761e-01
9.464980258524449686e-02 8.899914999010942740e-01 1.957608010897309292e-01 2.397899082436780530e-02 -3.820477278249572173e-01
9.678937239235595180e-02 9.016966621900250889e-01 1.833656577905204976e-01 2.438207464017184967e-02 -3.630557254046385962e-01
1.087907430286334659e-01 8.599637473032823998e-01 2.486780886054431594e-01 2.107807137151956889e-02 -4.358621667009904277e-01
1.037590902967137352e-01 1.016060350492059561e+00 2.125269435416534680e-01 2.348826449209860320e-02 -4.307242392106871431e-01
1.102549410405755659e-01 7.865316032462442708e-01 2.276741904869132860e-01 2.183894759374242420e-02 -3.774571293311941300e-01
1.252662682418101414e-01 8.664860195670691656e-01 2.676352988455155124e-01 1.991592427001085547e-02 -4.205657213950437789e-01
1.047056440255426102e-01 9.252547514680152796e-01 2.077543795455945030e-01 2.317414197335497875e-02 -3.717733178491816615e-01
1.022461171750009418e-01 8.733703309062023079e-01 1.944940238924586229e-01 2.387151838269813489e-02 -3.743108236927751298e-01
9.734490621715619074e-02 8.282647483685421363e-01 2.117010751468302310e-01 2.349655216160490348e-02 -3.929605760697432171e-01
1.165023289468937046e-01 8.902717248257757676e-01 2.287162357153178505e-01 2.205982106485039271e-02 -4.128077847013530421e-01
1.147128214694911191e-01 9.783372233797703599e-01 2.193439737185232108e-01 2.264633342670955077e-02 -4.073008999293838972e-01
9.404447048785767593e-02 9.929133486192278646e-01 2.240164847416885596e-01 2.229198609080347560e-02 -3.892021548694971633e-01
8.764227263097956744e-02 9.206572108707939961e-01 2.213837273786505300e-01 2.193683481275246830e-02 -3.932797901455832301e-01
1.015369782154018907e-01 8.423514398007508897e-01 1.385693246613426410e-01 2.738653743117155578e-02 -3.155027338052364128e-01
1.009423156416429934e-01 8.697667435180438389e-01 2.775645909872226369e-01 2.015703303849732467e-02 -4.264682204226738493e-01
1.139761624318531980e-01 7.737597118002043084e-01 1.575985955231238300e-01 2.651864515083571239e-02 -3.581006577055293461e-01
9.697855119472476026e-02 8.196665013751960327e-01 1.731959051568179309e-01 2.535104645867055848e-02 -3.305778618127790391e-01
1.028401841315790266e-01 9.052443839685121452e-01 1.660062125846528680e-01 2.618752827966171551e-02 -3.684912133590229066e-01
9.885516114301781676e-02 7.716260983387306371e-01 2.028354515287762450e-01 2.348206833699158572e-02 -3.769970933579647188e-01
1.139720554212449027e-01 9.566310491927167980e-01 1.681282517315190184e-01 2.516327353665540750e-02 -3.205290156773517030e-01
1.221225695975531322e-01 7.363569485481769039e-01 2.711708576823368411e-01 1.950385349512956390e-02 -4.324075141790946208e-01
1.068619517154577453e-01 1.003827834975648869e+00 2.331166961769159940e-01 2.174953067416702385e-02 -4.053758838142235144e-01
1.138414354413755936e-01 6.978843154145036864e-01 2.551787527210718221e-01 2.071484809760497023e-02 -4.311811190936924998e-01
1.112774752362922642e-01 8.596946840213113283e-01 1.662476465080193755e-01 2.567270985369818348e-02 -3.558733164544242156e-01
8.884738306026503107e-02 9.427297719597887982e-01 2.227632490583522085e-01 2.260796966217849119e-02 -4.014165351925773617e-01
1.181717189035347559e-01 8.423820679207817408e-01 1.935383706157105532e-01 2.383745552270166018e-02 -3.594218124008262683e-01
1.054464767976849571e-01 9.115828929849942863e-01 2.233598715301847726e-01 2.242611196375780130e-02 -3.798755802053851438e-01
8.636213509278307943e-02 8.530557575043717922e-01 1.918693813116241209e-01 2.373541385785014543e-02 -3.642820662493175821e-01
1.035362849189128687e-01 1.079327883405209576e+00 2.023657049073255276e-01 2.356859693606412620e-02 -3.822237611949653724e-01
8.113056959658287992e-02 9.573020059776962132e-01 3.081206029145364678e-01 1.873235109923814673e-02 -4.707494364312625468e-01
1.056298620080791534e-01 1.041832753947266932e+00 2.103929299236153572e-01 2.304812122114372613e-02 -3.885361642225718670e-01
1.026600274317107375e-01 8.457922867249620946e-01 2.208538243380717692e-01 2.283489110560240481e-02 -3.994203550319177509e-01
1.010968366259573509e-01 1.037067560096974317e+00 2.012679716198060298e-01 2.247402144060928544e-02 -3.550326766884657204e-01
1.145039744104277557e-01 7.598248613685393282e-01 3.362208406822657647e-01 1.811090147110923712e-02 -5.213561112231918093e-01
9.474602356699041161e-02 8.083709085532451155e-01 1.721920553191764736e-01 2.549107476675937720e-02 -3.360998415313067866e-01
1.032428643189168826e-01 9.480703411674046288e-01 2.137330935355747918e-01 2.270715791320263022e-02 -3.724146254231363029e-01
9.601414943569264171e-02 9.884283186743902938e-01 1.979820910360587938e-01 2.398111422054927111e-02 -3.812200378437157200e-01
8.957059279505083516e-02 1.129285243430838026e+00 2.238586250727030436e-01 2.194432246814884829e-02 -3.932329475656486384e-01
9.737850627631233769e-02 7.709054693795142077e-01 2.373491888749788004e-01 2.124074960577485363e-02 -3.821667081435715652e-01
1.002889330274839008e-01 9.705276852002658883e-01 1.925991597849654458e-01 2.405567703425232073e-02 -3.849165765084631152e-01
1.042650604872581571e-01 8.899758789877575405e-01 1.812400678515224683e-01 2.504024639675175509e-02 -3.546266823863357676e-01
9.543949188112407778e-02 9.225634656798997746e-01 1.887242372273405522e-01 2.466374833824522966e-02 -3.745864305130514049e-01
9.166688130416300595e-02 8.932305711179765462e-01 1.988364948614878003e-01 2.378963156592996120e-02 -3.800038710547327669e-01
9.365897056199723458e-02 9.684700761313147499e-01 2.346767106425682314e-01 2.217251459307345920e-02 -4.135729263841260162e-01
1.079269860493405342e-01 8.975458745766485835e-01 1.866356540462950075e-01 2.380944832164451699e-02 -3.517769866885226415e-01
1.006797998397637589e-01 8.637522032591373744e-01 2.230507208580363443e-01 2.206146880378588582e-02 -3.803147178626063996e-01
1.095048472165939535e-01 9.580947164045732212e-01 2.086646620112742045e-01 2.277598067419103756e-02 -3.617179609515229766e-01
1.055274806073894511e-01 8.494856282164510164e-01 1.565063671337050266e-01 2.590198558745606880e-02 -3.128097735721389050e-01
9.876883681044203167e-02 9.335892858199552613e-01 2.415540685770125595e-01 2.120421453215196733e-02 -3.961235760302226350e-01
1.080851507948971391e-01 8.637990813892273412e-01 2.112225420392177533e-01 2.306169415334510114e-02 -3.852844229614151850e-01
9.684257594486432585e-02 9.550060591765363593e-01 2.070402192664280161e-01 2.318781302363602873e-02 -3.526753941806192172e-01
1.040269925362649200e-01 8.131570363118996170e-01 2.323089426882485320e-01 2.167580481391495964e-02 -3.761333303796449146e-01
9.836666471074630158e-02 8.211462152198565345e-01 1.820810607810430248e-01 2.464614902249668768e-02 -3.818215832497646733e-01
1.107151577510234047e-01 9.567809548770311867e-01 1.944789635044488207e-01 2.346224909483578952e-02 -3.514818467515322675e-01
1.116340914686279745e-01 9.082802051705175517e-01 1.892191228503115052e-01 2.393042636598834150e-02 -3.526449188631405329e-01
1.114812178032243278e-01 8.107466495915918170e-01 1.406635197972077034e-01 2.759446083998504107e-02 -3.070993196040474604e-01
9.417624076824204771e-02 8.401495138381529504e-01 2.121959928434200560e-01 2.294089341999262094e-02 -3.855839988149134534e-01
1.041311099160492498e-01 9.122894728190916735e-01 2.263560200141043754e-01 2.180238892829303513e-02 -3.904943245863521373e-01
9.836666471074630158e-02 8.211462152198565345e-01 1.820810607810430248e-01 2.464614902249668768e-02 -3.818215832497646733e-01
1.045054067812145465e-01 9.030154853127415615e-01 2.778656304259132792e-01 1.949521996996550141e-02 -4.204611177218159357e-01
1.005235168038347143e-01 1.018475105836525119e+00 2.009199135950954229e-01 2.390165701182535296e-02 -3.687599362496336575e-01
1.078976894691822119e-01 9.018735887983633237e-01 2.247143540720943911e-01 2.254609092689472197e-02 -3.901004884611946055e-01
1.009124935712032434e-01 8.942572494165063057e-01 1.537549219490763619e-01 2.614635206526430208e-02 -2.968499346786508397e-01
1.031997095686489896e-01 7.725388132473600677e-01 1.798401216463063612e-01 2.470290296880102432e-02 -3.551498528966041679e-01
1.145074835430898302e-01 8.656094367179932858e-01 1.442966222136474741e-01 2.783220521481001575e-02 -3.174595671124680329e-01
1.084402900390234181e-01 9.052876732981836039e-01 1.939820561403353683e-01 2.412861204671652021e-02 -3.668493693410752599e-01
1.010230801374184112e-01 9.354489954395815987e-01 2.496293428868980868e-01 2.132429048874770472e-02 -4.156628472535467411e-01
9.751718806995961220e-02 1.038559904712932802e+00 2.137916617787747331e-01 2.263669563878824634e-02 -3.885330711593985020e-01
9.705455193810086367e-02 9.592373566769172299e-01 1.894835475717717710e-01 2.391579108639206239e-02 -3.638513251011892269e-01
1.186698648462205102e-01 8.037409362743775931e-01 2.191629990893331215e-01 2.337065655841992495e-02 -3.866579207159468456e-01
9.650852621303970813e-02 8.084343084990897044e-01 2.609723032141670895e-01 2.059255360113821862e-02 -4.153639270333591149e-01
9.441156270460210331e-02 1.013237986759291775e+00 2.247623878642843742e-01 2.214950852799549286e-02 -3.838492489368484639e-01
1.050452270602743460e-01 9.484425182140677757e-01 1.897299284870137548e-01 2.420257405224613551e-02 -3.765089893457734815e-01
1.064988391941316254e-01 8.933083294860972856e-01 2.371827662433398931e-01 2.215414410158418265e-02 -4.241677821292443307e-01
1.013153417876794665e-01 8.991928122014020142e-01 2.337263356979977225e-01 2.208639244603316509e-02 -4.184926405360982482e-01
1.022127132173804021e-01 9.853635571939769466e-01 2.409507960659618142e-01 2.151831916203246833e-02 -4.015378520316041921e-01
9.848579721595356051e-02 9.245173007451014113e-01 1.710607536378874194e-01 2.572339486432671102e-02 -3.395995084684502174e-01
1.068114510153664737e-01 8.473565156813320787e-01 2.209834313807619299e-01 2.192815038576424735e-02 -3.771699877964956871e-01
1.203525181217574430e-01 8.932896412754367521e-01 2.701058754484964020e-01 2.032179111198732097e-02 -4.457053592617219451e-01
1.061735734787240121e-01 9.793428299807617199e-01 2.147015491712962465e-01 2.263572886078461452e-02 -3.782977634727705540e-01
1.122088789119113500e-01 9.473838998135669653e-01 2.619182882708850357e-01 1.994033271862038006e-02 -3.995423897930474588e-01
1.149773882302605188e-01 9.804598802652249034e-01 2.128360036802472433e-01 2.292641673884351569e-02 -3.982404241041884729e-01
1.070316456822327372e-01 9.288871378292263836e-01 2.405725112327896653e-01 2.122590149176726421e-02 -4.121372432641726702e-01
1.040447691525879653e-01 8.161165138754791215e-01 1.992792463813199966e-01 2.307841270546336782e-02 -3.415425246702850082e-01
9.689807798259462979e-02 9.585982868829441284e-01 2.164430627302900145e-01 2.268526654832375006e-02 -3.838815266238959634e-01
1.019436828407963430e-01 8.040292366841153004e-01 1.754412077318243668e-01 2.620009365483219957e-02 -3.818146178240637845e-01
9.985921364023035707e-02 8.775289077373653601e-01 1.714796008253838266e-01 2.551488134109193562e-02 -3.644759756174822396e-01
1.039718308218045562e-01 9.818980999220170425e-01 2.734291898097691575e-01 2.011557852207114874e-02 -4.500019637528792638e-01
1.092307443874290102e-01 8.569460881876282965e-01 2.093417972286810702e-01 2.196660137274821303e-02 -3.423745224184551184e-01
1.094264906773882023e-01 9.207469416530877915e-01 2.038863980971223899e-01 2.336619380787043759e-02 -3.822556719149767801e-01
9.658472776102816626e-02 8.388629442023333160e-01 2.991727264229451233e-01 1.925865074900121737e-02 -4.686907792255853300e-01
1.193748779593837572e-01 7.803322368954315191e-01 2.097058163914122808e-01 2.266952247845452698e-02 -3.687265086257391911e-01
1.037127965936363305e-01 8.870116789951071334e-01 2.449759335315169206e-01 2.104800038804184245e-02 -3.999840511036358848e-01
1.030583431722273957e-01 9.371825120487928817e-01 2.669895335357406196e-01 2.020997567549809651e-02 -4.432568529357192588e-01
1.050818762849712457e-01 8.422114684429051756e-01 3.111174969974677129e-01 1.855833709707070331e-02 -4.594896350133521601e-01
