sigma l c d e
1.087581581737175895e-01 8.385854023455264761e-01 2.073983105747010391e-01 2.351288509361822501e-02 -3.782698932648277390e-01
1.066353040599878482e-01 9.145214489668440638e-01 2.279638549043159212e-01 2.176850241073989209e-02 -3.744795845556235792e-01
1.089635043434309808e-01 8.411621809321745413e-01 2.919670645992811231e-01 1.938751159362781321e-02 -4.492852367221854548e-01
1.143792382165084442e-01 9.328620041542212693e-01 2.029018068890604543e-01 2.373097075335358144e-02 -3.799371702601798129e-01
1.029861265969460871e-01 8.636742574130072958e-01 2.799070358015440796e-01 1.961449263866521520e-02 -4.415313959688412782e-01
9.785455682371817232e-02 8.892112915983041432e-01 2.475703391378920593e-01 2.142337928004700229e-02 -4.215618912721256217e-01
9.393469219606156995e-02 8.848546401812718010e-01 2.357141574926719940e-01 2.122450685747340887e-02 -3.911235365851709611e-01
1.170179264841882949e-01 8.452848902558308675e-01 1.528020014021360673e-01 2.560027876649088180e-02 -3.178445645826695198e-01
8.939928217504922170e-02 9.207714061811371753e-01 1.890012189840482026e-01 2.425240483192152990e-02 -3.585533274314149921e-01
9.259805543902772940e-02 1.029096942147486704e+00 2.089135018896965956e-01 2.304970006894888762e-02 -3.871389081973394264e-01
9.742624889226551843e-02 8.672794528404782488e-01 2.198963504526250112e-01 2.214568829894830726e-02 -3.884627058039471503e-01
1.060264439719759560e-01 8.905451593511771735e-01 2.103586099649887853e-01 2.271174707597939726e-02 -3.710049081736914722e-01
9.652746184304052124e-02 9.175117238891606908e-01 2.017230620935732688e-01 2.333690711002468776e-02 -3.796091600509085007e-01
9.926046102355870482e-02 8.531032341488813397e-01 2.318463311552272366e-01 2.229519335604397343e-02 -4.232265410411601980e-01
9.187627055441018042e-02 9.818166888746941989e-01 2.169010691618693532e-01 2.289946801964725179e-02 -3.841521593578522964e-01
1.054464767976849571e-01 9.115828929849942863e-01 2.233598715301847726e-01 2.242611196375780130e-02 -3.798755802053851438e-01
1.115519945370840038e-01 9.871207210472826565e-01 1.937287577586841447e-01 2.379320160712430909e-02 -3.687266362392956909e-01
9.634655164138733463e-02 8.882425295196192394e-01 1.860107610058530092e-01 2.473135765541308734e-02 -3.775510831876265350e-01
1.046628137724450180e-01 8.007085516918195367e-01 2.921686487297237012e-01 1.925565130525538904e-02 -4.468212274096995396e-01
1.040775076078780254e-01 1.084947689296175799e+00 2.594310695068067218e-01 2.077828817163026448e-02 -4.340970335545518699e-01
1.122945190886178723e-01 9.102103831738002082e-01 2.242977299641264466e-01 2.216813169030207309e-02 -4.035255728633095895e-01
1.038893135075231872e-01 9.828736461308967831e-01 1.878209083320434569e-01 2.489568245736057533e-02 -3.828180478495341044e-01
1.039143510720122454e-01 9.665627548450455020e-01 2.443827304072636597e-01 2.132546763451008062e-02 -4.155244475010630989e-01
1.034600299751198410e-01 9.432177661740632768e-01 2.328785105566195668e-01 2.180909942254854669e-02 -3.901183106994532412e-01
9.977074467211929920e-02 1.043339989590276407e+00 2.074241367590954344e-01 2.324072753996634516e-02 -3.928377402200684543e-01
1.033295982206657998e-01 8.674295597076013831e-01 1.766564869197462251e-01 2.518612018328032082e-02 -3.424586141241108272e-01
9.668606293511759764e-02 9.661082232007103254e-01 2.187345640183924189e-01 2.231447120682162125e-02 -4.005324554373970170e-01
8.796463015929856244e-02 9.320789722814410982e-01 2.232161179560696596e-01 2.225973458040409955e-02 -3.928457164278461589e-01
1.006338154575363575e-01 8.556550088077791161e-01 1.573052516996356065e-01 2.557034311742899246e-02 -3.553370092563450378e-01
8.641412635491017846e-02 1.090187459279071236e+00 2.432477918665225669e-01 2.154699177142701400e-02 -4.359898644664907952e-01
9.626590034578624833e-02 7.375410126544506006e-01 2.796707430312317388e-01 1.932768515669342629e-02 -4.296115967925792090e-01
9.329343897416331188e-02 1.004321086877836278e+00 1.884823134354476348e-01 2.421108008212346369e-02 -3.700070526913344926e-01
1.073672773416043114e-01 9.042608505611846592e-01 2.437095445967576435e-01 2.192042063132281296e-02 -4.287463725282781857e-01
9.386966290543091729e-02 1.041700498067814840e+00 1.655907616975424990e-01 2.575910743315171919e-02 -3.297413124998602729e-01
1.076898988586622585e-01 7.757109002183533164e-01 1.728545572794228935e-01 2.488411769865667145e-02 -3.144362395320782211e-01
1.004525571763495578e-01 1.054382080161830437e+00 2.249430719297316195e-01 2.212663280098861943e-02 -4.048599692084522417e-01
1.024937363738880475e-01 8.938526068550676218e-01 1.862905029928414447e-01 2.429546809154807877e-02 -3.685264350164921821e-01
9.419110215325648960e-02 9.754993334648293102e-01 1.850636766350890472e-01 2.481392439841389672e-02 -3.567553525559765681e-01
9.533987044704603231e-02 8.453636091586135271e-01 2.233295507601014140e-01 2.194265207887170777e-02 -3.687828714303691413e-01
1.151417940915541172e-01 9.502707504599614552e-01 1.872796174688438064e-01 2.483876345895934604e-02 -3.827868723935587969e-01
9.717505065811601894e-02 1.171318558002351962e+00 2.424603162002170187e-01 2.093073644617007845e-02 -4.120971801817350233e-01
1.175705685288436636e-01 8.050708411434510658e-01 2.418298683209061384e-01 2.168459185850055496e-02 -4.109813328734760463e-01
1.002899123957925187e-01 1.067800421347480322e+00 2.072306820830192020e-01 2.360828263198603769e-02 -3.830380353543550997e-01
1.193052669931963239e-01 9.104173519902046818e-01 2.036228613231501061e-01 2.395457379847339488e-02 -4.093485467829228730e-01
1.054992732662714122e-01 9.328261217025559660e-01 2.128765325875001668e-01 2.271706954713380994e-02 -3.799042318810459395e-01
9.198195131899195021e-02 9.563375692154865160e-01 2.071032887354846697e-01 2.308784752358476050e-02 -3.875546530637585807e-01
1.115801759833109086e-01 8.353366446555104963e-01 1.957398451516694227e-01 2.328086682320012341e-02 -3.586243776592578092e-01
1.307600551219153528e-01 9.786165578655483532e-01 2.878165573696591650e-01 1.922630955471905240e-02 -4.728855113011612987e-01
9.873437977175077152e-02 9.264491237002032697e-01 2.102361105408625530e-01 2.296303032553755757e-02 -3.951583378058608487e-01
1.070905117202172324e-01 1.157238172951590371e+00 1.900334416088926837e-01 2.423953683628663619e-02 -3.638437850193452228e-01
1.135680506575715981e-01 8.155497837910553605e-01 2.554204690692807311e-01 2.080059785849461967e-02 -4.162559622645968238e-01
9.424735753014981676e-02 8.384503128373599345e-01 1.708639354106151753e-01 2.517214919211236551e-02 -3.580417750384906617e-01
9.848586062670187935e-02 8.694214011952370313e-01 1.921095539807962105e-01 2.390330742257958802e-02 -3.589120002804286891e-01
1.011644715349281909e-01 1.045597700444615752e+00 2.018732457677778758e-01 2.377980690544920922e-02 -4.000887774533918861e-01
1.130143222983119033e-01 9.330452994901038410e-01 2.423164916683184789e-01 2.090044781795356854e-02 -4.116643926482385085e-01
9.186905858287548743e-02 9.570693265511431846e-01 1.724493964720239525e-01 2.516818248724969967e-02 -3.409478089944721901e-01
1.000520485433720186e-01 8.005589348537865968e-01 2.182047837300957749e-01 2.271745343893829747e-02 -3.746023081616972616e-01
9.529709084032263189e-02 1.008870211396064365e+00 2.155814158532856073e-01 2.288403895609710664e-02 -3.848448914164005474e-01
1.010230801374184112e-01 9.354489954395815987e-01 2.496293428868980868e-01 2.132429048874770472e-02 -4.156628472535467411e-01
1.028599664931161145e-01 9.733340629403619548e-01 3.171450251192007297e-01 1.872121305149534315e-02 -4.794838879184459834e-01
9.761276411207781001e-02 8.342972722551897924e-01 2.449301001803425581e-01 2.138079035973109235e-02 -3.989612618421402024e-01
9.942151127285982215e-02 9.491681462719661067e-01 2.176118240398789982e-01 2.205855835669166820e-02 -3.880277775206140145e-01
1.133606922212083007e-01 7.918482132429411902e-01 2.365064643747907258e-01 2.112866187858477435e-02 -4.098151837357514315e-01
1.180220323295721047e-01 8.522945903321627048e-01 1.756876670066780388e-01 2.504145663379358372e-02 -3.476635014526836542e-01
1.003026150221606322e-01 9.700049573663466207e-01 1.876108310115893740e-01 2.375657819531565643e-02 -3.335526629962608514e-01
1.123171669273675677e-01 9.096606501654629362e-01 2.048268512632243077e-01 2.346214246712226281e-02 -3.743310814653161289e-01
9.912394659418466425e-02 1.009120690416487776e+00 1.843001721702497431e-01 2.378169164658257284e-02 -3.389223005294197399e-01
1.000958340057372248e-01 9.512650891196166025e-01 1.908407944171079951e-01 2.452422881174731728e-02 -3.714547957298321990e-01
1.074131767936393617e-01 8.722067935373145620e-01 1.858689137668494418e-01 2.412712970635510698e-02 -3.642244490561302728e-01
9.406306314372052391e-02 9.526626288127741926e-01 1.751493283653169364e-01 2.496639632009784587e-02 -3.554551476980229996e-01
1.018509085203118947e-01 9.383984678202833551e-01 2.553803772372162939e-01 2.091035099669314237e-02 -4.175378255236794622e-01
1.033720987129178454e-01 7.808529109600601537e-01 2.156142279876080980e-01 2.276004866871751686e-02 -3.963554010049482601e-01
1.018136669699788166e-01 8.259258292471867158e-01 1.782749951280533374e-01 2.410021159931544782e-02 -3.372659133257360775e-01
1.010412316542797923e-01 9.468385049673287979e-01 1.941708148468064277e-01 2.358558452083882317e-02 -3.814297354287087272e-01
1.192469813366968390e-01 7.564383326277221986e-01 1.736603637830795854e-01 2.458713321626233850e-02 -3.385311329497231458e-01
1.028629895805008299e-01 9.255218981646771148e-01 2.801598498870692122e-01 1.924960064974598831e-02 -4.408975141212447824e-01
1.122210256295387149e-01 8.751228274413924701e-01 1.356420754610321300e-01 2.805092299108797801e-02 -3.199628735919916034e-01
1.109178393880937974e-01 8.198703057538625494e-01 1.886833173587170176e-01 2.421416611695364346e-02 -3.773929903433611566e-01
8.490669201163839053e-02 9.319873244035008497e-01 2.176946040192786480e-01 2.225981136331208615e-02 -3.909675938070431567e-01
1.112739954319956759e-01 9.489843403105091557e-01 2.161341174587283476e-01 2.254237163336375582e-02 -3.924126328870028990e-01
1.083176027347683840e-01 7.839275828547598302e-01 2.184933865454183888e-01 2.256963530378416211e-02 -3.656355771134237598e-01
1.004269693319043699e-01 9.655374852951112974e-01 3.115629596118978384e-01 1.806998819906204326e-02 -4.364213843857905895e-01
1.045969870431878446e-01 8.823943265166172001e-01 1.970752390705634571e-01 2.408159657817572977e-02 -3.625703584377554245e-01
1.087811456443698449e-01 8.871409656718604042e-01 1.941367941174998446e-01 2.457911246682714657e-02 -3.965695041164672974e-01
9.425134467919141223e-02 9.068254734941327833e-01 2.091045233974107020e-01 2.296500663740058679e-02 -3.669641754583363724e-01
8.542973093816917662e-02 9.514378951696357278e-01 1.716473567257392752e-01 2.509220962998694182e-02 -3.403048350977188052e-01
9.186905858287548743e-02 9.570693265511431846e-01 1.724493964720239525e-01 2.516818248724969967e-02 -3.409478089944721901e-01
1.059299097317827343e-01 8.905901803335408706e-01 2.483257003747483260e-01 2.090108834934115145e-02 -4.271840219856626319e-01
1.017545703578845440e-01 8.521940507308968238e-01 2.388285081803167564e-01 2.141247000188673325e-02 -3.915355134618965227e-01
8.923925576095644019e-02 8.674605092297138498e-01 2.024184926222221126e-01 2.346151433255723104e-02 -3.755041125597453622e-01
9.598772804565221251e-02 9.246416861954787070e-01 1.853500691054750238e-01 2.449669147764655525e-02 -3.622036116288547269e-01
8.454976984120002315e-02 9.598185016934229763e-01 2.032248580566906604e-01 2.355264625916949836e-02 -3.894184065625095892e-01
9.682484704911746565e-02 9.554416645611425452e-01 2.286123898094112317e-01 2.166274314346208069e-02 -4.066200025247148631e-01
9.912990058754268807e-02 9.416566253762266303e-01 2.267136081139233816e-01 2.209811581276065889e-02 -4.019878146000692709e-01
1.094262615189346838e-01 9.607872367875837094e-01 1.701811402924306993e-01 2.525728694006248651e-02 -3.344445160519606830e-01
9.146352874348057105e-02 8.733562088209030350e-01 1.946521045394760119e-01 2.356908602186252172e-02 -3.543762643990143735e-01
9.929156536032660019e-02 9.535292468331748594e-01 2.438014225589568706e-01 2.117255976892990638e-02 -4.108597174803386709e-01
1.094262615189346838e-01 9.607872367875837094e-01 1.701811402924306993e-01 2.525728694006248651e-02 -3.344445160519606830e-01
8.666469893845864247e-02 9.719273142382425235e-01 2.364716710608065764e-01 2.169197829912818468e-02 -4.035436291157562527e-01
9.451559169980852659e-02 8.940747675823217389e-01 1.963717160957669794e-01 2.351232605538142867e-02 -3.698789977389397299e-01
1.063315724284424890e-01 7.738671429494315968e-01 1.611696905116348777e-01 2.559794300362699254e-02 -3.300621121479880848e-01
9.485178795684727493e-02 1.017724099462405940e+00 2.346551153408944490e-01 2.177537264981874859e-02 -4.124554807530042000e-01
1.036449889932151286e-01 7.730453588613017679e-01 2.521840180902823469e-01 2.103182850793917924e-02 -4.324075791145414183e-01
9.902043584059957992e-02 8.629827202665243391e-01 1.898802465563960151e-01 2.408146208307946137e-02 -3.618940469354343659e-01
9.877728505901368916e-02 9.371496014046252210e-01 2.031488563331311781e-01 2.328890873067219341e-02 -3.686685472983592948e-01
1.158293940417982615e-01 8.637919852716925417e-01 2.356856353922409664e-01 2.184834056055018001e-02 -4.114227320192637150e-01
9.763546213442771127e-02 9.376906325220614180e-01 1.831421767049117300e-01 2.436507835766341459e-02 -3.620454772396585197e-01
1.134738276702128845e-01 9.904672724730170241e-01 2.595636280511788296e-01 2.044665865930407958e-02 -4.128360951478510232e-01
1.101579125999675446e-01 8.064925311434099076e-01 1.977785585290319226e-01 2.324245491854886811e-02 -3.645307828777561987e-01
1.060707589228517128e-01 9.128044526287969473e-01 1.587247996513436732e-01 2.638024796349445686e-02 -3.507582722133699704e-01
1.066768088304780038e-01 9.080532776657594951e-01 2.893658727399801567e-01 1.918237943865714126e-02 -4.182486725201307598e-01
9.462840692295568235e-02 8.452678454787061479e-01 2.448662239803747198e-01 2.123568289945802420e-02 -4.023530472738642283e-01
1.106446469502792157e-01 8.681281204810986640e-01 1.514861901531350252e-01 2.694032297040079710e-02 -3.099459736281579003e-01
9.713486146595445847e-02 9.290944954245928811e-01 2.068907095234564508e-01 2.267044314357693005e-02 -3.782413644376393380e-01
1.261054261206854266e-01 9.505815571863006630e-01 2.160822787754177465e-01 2.202874264886663797e-02 -3.714818468000878893e-01
9.531160742218283688e-02 9.583763710783832490e-01 2.181337587183667104e-01 2.266538207122566553e-02 -3.932849441707430005e-01
9.667240700109885898e-02 7.948995303686884339e-01 2.450857516571396388e-01 2.139715654779476145e-02 -4.166815272946434723e-01
1.043283782151267491e-01 8.742642690721438292e-01 1.581748296454947855e-01 2.611304627950723073e-02 -3.285236774876721944e-01
1.182686819560763714e-01 7.532033103917903372e-01 1.440343205900613821e-01 2.773838116530653181e-02 -3.549091029772090122e-01
1.032440139923962580e-01 8.601357325089658001e-01 2.665441271076860463e-01 2.000406940062207650e-02 -4.320586048267207602e-01
1.054952475815863489e-01 8.379915126650934187e-01 2.097325668083556138e-01 2.316232992407658495e-02 -3.743428021933610239e-01
1.072632159912295241e-01 1.023916939967765671e+00 2.237737171581448692e-01 2.272810291642842970e-02 -4.414653650047708489e-01
8.860393499679722340e-02 9.160295329994712077e-01 1.937886811506657203e-01 2.336400330295053396e-02 -3.432562886181622641e-01
9.982165234201803572e-02 1.039301253969000971e+00 2.055943246482125897e-01 2.316020720218081586e-02 -3.682611829081154919e-01
1.023873487209328165e-01 8.339628721574987580e-01 1.909094484336850694e-01 2.391910013016107506e-02 -3.710171739993740614e-01
1.125584026654967151e-01 9.663411977158609112e-01 2.159075906164857894e-01 2.190985767066390075e-02 -3.797501993082552652e-01
1.067622017700246562e-01 8.990864924124972735e-01 2.391048903850800933e-01 2.098802323161444092e-02 -4.093000947929864575e-01
1.034270355282891490e-01 9.013667600368441279e-01 2.422191438627545601e-01 2.151618861782121639e-02 -4.311012109322811536e-01
1.050129988520775298e-01 8.937885902185751519e-01 1.906160938581924480e-01 2.400676426944146555e-02 -3.758997103733557887e-01
